contig_id,frag_id,pad_len,real_len,is_reference,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_078322.1,NC_078322.1__M__598,598,1402,0,virus,0.9998010993003845,0.239424,0.136792,0.057949,0.071006,0.038609,0.456220
NC_078322.1,NC_078322.1__M__648,648,1352,0,bacteria,0.9998621940612793,0.484102,0.228981,0.048586,0.077276,0.036750,0.124305
NC_078322.1,NC_078322.1__M__698,698,1302,0,bacteria,0.9998111128807068,0.369356,0.261676,0.061091,0.088934,0.046670,0.172273
NC_078322.1,NC_078322.1__M__748,748,1252,0,bacteria,0.9998250603675842,0.412099,0.239219,0.067348,0.090065,0.044412,0.146857
NC_078322.1,NC_078322.1__M__798,798,1202,0,bacteria,0.9998500347137451,0.412028,0.270837,0.061614,0.102489,0.044222,0.108810
NC_078322.1,NC_078322.1__M__848,848,1152,0,bacteria,0.9998378753662109,0.665274,0.119949,0.048882,0.068066,0.034669,0.063160
NC_078322.1,NC_078322.1__M__898,898,1102,0,bacteria,0.9998722076416016,0.644848,0.121021,0.045428,0.062903,0.037032,0.088768
NC_078322.1,NC_078322.1__M__948,948,1052,0,bacteria,0.9999217987060547,0.786069,0.070737,0.026048,0.036364,0.035320,0.045462
NC_078322.1,NC_078322.1__M__998,998,1002,0,bacteria,0.9999281167984009,0.708853,0.106698,0.031665,0.063561,0.045681,0.043541
NC_055940.1,NC_055940.1__M__338,338,1662,1,bacteria,0.9999431371688843,0.595611,0.038617,0.037782,0.028768,0.021395,0.277828
NC_055940.1,NC_055940.1__M__388,388,1612,0,bacteria,0.9999222755432129,0.435171,0.042149,0.043578,0.034587,0.020212,0.424302
NC_055940.1,NC_055940.1__M__438,438,1562,0,bacteria,0.9998824596405029,0.725787,0.041243,0.033567,0.032902,0.018408,0.148093
NC_055940.1,NC_055940.1__M__488,488,1512,0,bacteria,0.9999213218688965,0.767742,0.037165,0.028450,0.023467,0.017482,0.125694
NC_055940.1,NC_055940.1__M__538,538,1462,0,bacteria,0.9999189376831055,0.749876,0.037482,0.031741,0.025105,0.018463,0.137333
NC_055940.1,NC_055940.1__M__588,588,1412,0,bacteria,0.999924898147583,0.866567,0.031376,0.017865,0.018298,0.018531,0.047362
NC_055940.1,NC_055940.1__M__638,638,1362,0,bacteria,0.9999358654022217,0.925432,0.021242,0.012326,0.012494,0.013860,0.014646
NC_055940.1,NC_055940.1__M__688,688,1312,0,bacteria,0.9999619722366333,0.933058,0.019950,0.011280,0.009896,0.012843,0.012973
NC_055940.1,NC_055940.1__M__738,738,1262,0,bacteria,0.9999651908874512,0.918195,0.026573,0.013003,0.012123,0.014403,0.015703
NC_055940.1,NC_055940.1__M__788,788,1212,0,bacteria,0.9999545812606812,0.915954,0.025587,0.013246,0.013423,0.013662,0.018128
NC_055940.1,NC_055940.1__M__838,838,1162,0,bacteria,0.9999727010726929,0.888465,0.032918,0.015844,0.019323,0.018219,0.025230
NC_055940.1,NC_055940.1__M__888,888,1112,0,bacteria,0.9999758005142212,0.914899,0.021704,0.012875,0.015982,0.017630,0.016909
NC_055940.1,NC_055940.1__M__938,938,1062,0,bacteria,0.9999772310256958,0.889856,0.035083,0.016639,0.019078,0.020042,0.019302
NC_055940.1,NC_055940.1__M__988,988,1012,0,bacteria,0.9999661445617676,0.887748,0.037482,0.015496,0.017443,0.021565,0.020267
NC_077668.1,NC_077668.1__M__216,216,1784,1,virus,0.9987635612487793,0.012952,0.016948,0.023501,0.019427,0.013587,0.913585
NC_077668.1,NC_077668.1__M__266,266,1734,0,virus,0.9980619549751282,0.011994,0.013832,0.018090,0.019176,0.011720,0.925187
NC_077668.1,NC_077668.1__M__316,316,1684,0,virus,0.9975935816764832,0.011835,0.016581,0.019786,0.019231,0.014305,0.918263
NC_077668.1,NC_077668.1__M__366,366,1634,0,virus,0.9981263279914856,0.012728,0.017121,0.018925,0.020789,0.015181,0.915257
NC_077668.1,NC_077668.1__M__416,416,1584,0,virus,0.9987003803253174,0.032424,0.036058,0.023648,0.029533,0.021017,0.857320
NC_077668.1,NC_077668.1__M__466,466,1534,0,virus,0.9982191920280457,0.015350,0.019940,0.020893,0.028852,0.017015,0.897949
NC_077668.1,NC_077668.1__M__516,516,1484,0,virus,0.9990018010139465,0.012912,0.016642,0.016028,0.012100,0.012447,0.929871
NC_077668.1,NC_077668.1__M__566,566,1434,0,virus,0.9990037083625793,0.018177,0.024180,0.020516,0.028458,0.017728,0.890941
NC_077668.1,NC_077668.1__M__616,616,1384,0,virus,0.9992477893829346,0.029948,0.037263,0.023117,0.035966,0.019698,0.854008
NC_077668.1,NC_077668.1__M__666,666,1334,0,virus,0.999300479888916,0.021652,0.019356,0.019011,0.018470,0.014784,0.906726
NC_077668.1,NC_077668.1__M__716,716,1284,0,virus,0.9995217323303223,0.017240,0.017547,0.017378,0.014426,0.013704,0.919706
NC_077668.1,NC_077668.1__M__766,766,1234,0,virus,0.9995561242103577,0.018135,0.026758,0.020110,0.016514,0.016669,0.901814
NC_077668.1,NC_077668.1__M__816,816,1184,0,virus,0.9995760321617126,0.045023,0.042385,0.025843,0.025855,0.019351,0.841543
NC_077668.1,NC_077668.1__M__866,866,1134,0,virus,0.9997430443763733,0.033815,0.040421,0.024005,0.026971,0.019703,0.855085
NC_077668.1,NC_077668.1__M__916,916,1084,0,virus,0.999687671661377,0.069096,0.057195,0.027959,0.032803,0.024366,0.788582
NC_077668.1,NC_077668.1__M__966,966,1034,0,virus,0.9996546506881714,0.119291,0.110285,0.029557,0.044149,0.038790,0.657929
NC_077722.1,NC_077722.1__M__100,100,1900,1,phage,0.9999001026153564,0.215983,0.338116,0.057283,0.062758,0.086960,0.238900
NC_077722.1,NC_077722.1__M__150,150,1850,0,bacteria,0.9999455213546753,0.402574,0.200765,0.048026,0.055703,0.073985,0.218946
NC_077722.1,NC_077722.1__M__200,200,1800,0,bacteria,0.9999557733535767,0.396644,0.175565,0.046405,0.054973,0.053597,0.272815
NC_077722.1,NC_077722.1__M__250,250,1750,0,virus,0.9999595880508423,0.302721,0.066112,0.047809,0.041658,0.033916,0.507784
NC_077722.1,NC_077722.1__M__300,300,1700,0,virus,0.9999699592590332,0.113263,0.038019,0.042192,0.028815,0.018833,0.758878
NC_077722.1,NC_077722.1__M__350,350,1650,0,virus,0.9999661445617676,0.263323,0.051145,0.048238,0.036545,0.025041,0.575708
NC_077722.1,NC_077722.1__M__400,400,1600,0,bacteria,0.9999675750732422,0.424042,0.080392,0.065991,0.053886,0.027206,0.348483
NC_077722.1,NC_077722.1__M__450,450,1550,0,virus,0.9999586343765259,0.282841,0.062025,0.077434,0.043311,0.024006,0.510384
NC_077722.1,NC_077722.1__M__500,500,1500,0,bacteria,0.9999649524688721,0.707609,0.076524,0.046303,0.040113,0.026470,0.102981
NC_077722.1,NC_077722.1__M__550,550,1450,0,bacteria,0.9999572038650513,0.445660,0.130329,0.068293,0.053471,0.029721,0.272526
NC_077722.1,NC_077722.1__M__600,600,1400,0,bacteria,0.9999474287033081,0.457938,0.076500,0.069813,0.041196,0.030765,0.323789
NC_077722.1,NC_077722.1__M__650,650,1350,0,bacteria,0.9999396800994873,0.345079,0.190593,0.067453,0.048467,0.048020,0.300388
NC_077722.1,NC_077722.1__M__700,700,1300,0,bacteria,0.9999347925186157,0.361473,0.276573,0.063943,0.050636,0.059198,0.188176
NC_077722.1,NC_077722.1__M__750,750,1250,0,bacteria,0.9998881816864014,0.431394,0.065945,0.096322,0.038148,0.040946,0.327245
NC_077722.1,NC_077722.1__M__800,800,1200,0,bacteria,0.9999091625213623,0.421919,0.095061,0.127351,0.051753,0.038876,0.265040
NC_077722.1,NC_077722.1__M__850,850,1150,0,bacteria,0.999910831451416,0.639886,0.068781,0.084063,0.038596,0.045465,0.123208
NC_077722.1,NC_077722.1__M__900,900,1100,0,bacteria,0.9999572038650513,0.748555,0.076219,0.054715,0.035687,0.042793,0.042031
NC_077722.1,NC_077722.1__M__950,950,1050,0,bacteria,0.999954104423523,0.856643,0.034854,0.021876,0.023695,0.029360,0.033572
NC_077722.1,NC_077722.1__M__1000,1000,1000,0,bacteria,0.999962329864502,0.861263,0.027891,0.022918,0.022077,0.027441,0.038410
NC_077723.1,NC_077723.1__M__64,64,1936,1,virus,0.9980955719947815,0.032974,0.029250,0.151864,0.034150,0.033050,0.718712
NC_077723.1,NC_077723.1__M__114,114,1886,0,virus,0.9974800944328308,0.019534,0.019052,0.051073,0.019766,0.019076,0.871500
NC_077723.1,NC_077723.1__M__164,164,1836,0,virus,0.9990905523300171,0.019825,0.018375,0.048494,0.018634,0.018310,0.876361
NC_077723.1,NC_077723.1__M__214,214,1786,0,virus,0.999340832233429,0.021516,0.018505,0.053175,0.019401,0.020145,0.867258
NC_077723.1,NC_077723.1__M__264,264,1736,0,virus,0.9991832375526428,0.017739,0.016952,0.038950,0.016995,0.017055,0.892310
NC_077723.1,NC_077723.1__M__314,314,1686,0,virus,0.9993969202041626,0.017984,0.014788,0.029902,0.016125,0.015128,0.906074
NC_077723.1,NC_077723.1__M__364,364,1636,0,virus,0.9993815422058105,0.018142,0.015973,0.032956,0.016936,0.015667,0.900326
NC_077723.1,NC_077723.1__M__414,414,1586,0,virus,0.9995402097702026,0.022552,0.016210,0.034782,0.017781,0.016754,0.891921
NC_077723.1,NC_077723.1__M__464,464,1536,0,virus,0.9989593029022217,0.032212,0.017438,0.040445,0.020455,0.019118,0.870332
NC_077723.1,NC_077723.1__M__514,514,1486,0,virus,0.9979094862937927,0.041372,0.023720,0.125035,0.027121,0.027549,0.755203
NC_077723.1,NC_077723.1__M__564,564,1436,0,virus,0.9982946515083313,0.081654,0.029121,0.236113,0.034433,0.034014,0.584666
NC_077723.1,NC_077723.1__M__614,614,1386,0,virus,0.998267412185669,0.092485,0.026439,0.116566,0.031333,0.030469,0.702708
NC_077723.1,NC_077723.1__M__664,664,1336,0,virus,0.998191773891449,0.073307,0.026540,0.152232,0.030847,0.026102,0.690972
NC_077723.1,NC_077723.1__M__714,714,1286,0,virus,0.9979081153869629,0.147036,0.035187,0.310171,0.044183,0.030639,0.432785
NC_077723.1,NC_077723.1__M__764,764,1236,0,eukarya,0.995537519454956,0.081971,0.035585,0.469193,0.042457,0.031423,0.339371
NC_077723.1,NC_077723.1__M__814,814,1186,0,virus,0.9970922470092773,0.131330,0.032980,0.189051,0.038865,0.035072,0.572702
NC_077723.1,NC_077723.1__M__864,864,1136,0,virus,0.9971132278442383,0.075585,0.027884,0.088588,0.031488,0.034386,0.742069
NC_077723.1,NC_077723.1__M__914,914,1086,0,virus,0.9974320530891418,0.045795,0.023913,0.057132,0.026861,0.028975,0.817324
NC_077723.1,NC_077723.1__M__964,964,1036,0,virus,0.9977587461471558,0.095291,0.038049,0.162355,0.041328,0.050917,0.612060
NC_077724.1,NC_077724.1__M__198,198,1802,1,bacteria,0.9999734163284302,0.737537,0.030339,0.051028,0.023286,0.053200,0.104611
NC_077724.1,NC_077724.1__M__248,248,1752,0,bacteria,0.9999828338623047,0.884082,0.019491,0.017076,0.016601,0.038402,0.024347
NC_077724.1,NC_077724.1__M__298,298,1702,0,bacteria,0.9999804496765137,0.868176,0.018720,0.023359,0.017942,0.030590,0.041213
NC_077724.1,NC_077724.1__M__348,348,1652,0,bacteria,0.999984860420227,0.729319,0.025210,0.058744,0.023823,0.039972,0.122932
NC_077724.1,NC_077724.1__M__398,398,1602,0,bacteria,0.9999843835830688,0.810121,0.021245,0.031990,0.022297,0.030782,0.083564
NC_077724.1,NC_077724.1__M__448,448,1552,0,bacteria,0.9999834299087524,0.829950,0.019672,0.029150,0.020746,0.028539,0.071942
NC_077724.1,NC_077724.1__M__498,498,1502,0,bacteria,0.9999725818634033,0.842277,0.019035,0.029350,0.018866,0.023116,0.067356
NC_077724.1,NC_077724.1__M__548,548,1452,0,bacteria,0.9999715089797974,0.858966,0.017661,0.024844,0.018676,0.024783,0.055071
NC_077724.1,NC_077724.1__M__598,598,1402,0,bacteria,0.9999744892120361,0.899920,0.015367,0.017817,0.016668,0.022657,0.027571
NC_077724.1,NC_077724.1__M__648,648,1352,0,bacteria,0.9999634027481079,0.906688,0.013960,0.015536,0.016078,0.021014,0.026725
NC_077724.1,NC_077724.1__M__698,698,1302,0,bacteria,0.9999607801437378,0.895846,0.015602,0.016321,0.016828,0.023332,0.032073
NC_077724.1,NC_077724.1__M__748,748,1252,0,bacteria,0.9999510049819946,0.914441,0.015657,0.011366,0.014791,0.027283,0.016462
NC_077724.1,NC_077724.1__M__798,798,1202,0,bacteria,0.9999467134475708,0.887100,0.021457,0.014127,0.016442,0.042362,0.018513
NC_077724.1,NC_077724.1__M__848,848,1152,0,bacteria,0.9999667406082153,0.908407,0.015261,0.013568,0.015765,0.024738,0.022261
NC_077724.1,NC_077724.1__M__898,898,1102,0,bacteria,0.9999352693557739,0.893089,0.014376,0.023099,0.017499,0.016266,0.035671
NC_077724.1,NC_077724.1__M__948,948,1052,0,bacteria,0.9999232292175293,0.811348,0.021808,0.042069,0.020791,0.026657,0.077327
NC_077724.1,NC_077724.1__M__998,998,1002,0,bacteria,0.9999464750289917,0.914004,0.013966,0.015363,0.016558,0.016852,0.023257
NC_077752.1,NC_077752.1__M__675,675,1325,1,bacteria,0.9991718530654907,0.550725,0.053975,0.025836,0.032592,0.303173,0.033699
