contig_id,pad_len,pred_class,reliability
NC_040515.1,100,virus,0.935070
NC_040515.1,200,virus,0.933205
NC_040515.1,500,virus,0.937843
NC_040543.1,0,eukarya,0.857038
NC_040543.1,100,eukarya,0.808879
NC_040543.1,200,eukarya,0.838436
NC_040543.1,500,eukarya,0.841374
NC_040674.1,0,virus,0.950258
NC_040674.1,100,virus,0.957942
NC_040674.1,200,virus,0.951320
NC_040674.1,500,virus,0.948815
NC_040775.1,0,virus,0.957808
NC_040775.1,100,eukarya,0.959571
NC_040775.1,200,virus,0.960251
NC_040775.1,500,virus,0.960913
NC_038257.1,0,virus,0.982528
NC_038257.1,100,archaea,0.983034
NC_038257.1,200,archaea,0.983148
NC_038257.1,500,archaea,0.983175
NC_038271.1,0,virus,0.949377
NC_038271.1,100,virus,0.954958
NC_038271.1,200,virus,0.951335
NC_038271.1,500,virus,0.943640
NC_038283.1,0,virus,0.984904
NC_038283.1,100,virus,0.984773
NC_038283.1,200,virus,0.983010
NC_038283.1,500,virus,0.983799
NC_038291.1,0,virus,0.927186
NC_038291.1,100,virus,0.937897
NC_038291.1,200,virus,0.926196
NC_038291.1,500,virus,0.920922
NC_038305.1,0,bacteria,0.215675
NC_038305.1,100,bacteria,0.253492
NC_038305.1,200,bacteria,0.237140
NC_038305.1,500,bacteria,0.261521
NC_038313.1,0,virus,0.976302
NC_038313.1,100,virus,0.976761
NC_038313.1,200,virus,0.977232
NC_038313.1,500,virus,0.975200
NC_038321.1,0,eukarya,0.822920
NC_038321.1,100,eukarya,0.792523
NC_038321.1,200,eukarya,0.808439
NC_038321.1,500,eukarya,0.802108
NC_038383.1,0,virus,0.990956
NC_038383.1,100,virus,0.991684
NC_038383.1,200,virus,0.990931
NC_038383.1,500,virus,0.989621
NC_038512.1,0,eukarya,0.934013
NC_038512.1,100,eukarya,0.895874
NC_038512.1,200,eukarya,0.921958
NC_038512.1,500,eukarya,0.917308
NC_038530.1,0,virus,0.973865
NC_038530.1,100,virus,0.971261
NC_038530.1,200,virus,0.974646
NC_038530.1,500,virus,0.975780
NC_038611.1,0,eukarya,0.932026
NC_038611.1,100,eukarya,0.937664
NC_038611.1,200,eukarya,0.940298
NC_038611.1,500,eukarya,0.936433
NC_038741.1,0,archaea,0.979819
NC_038741.1,100,phage,0.978733
NC_038741.1,200,archaea,0.978442
NC_038741.1,500,archaea,0.980753
NC_038757.1,0,eukarya,0.983118
NC_038757.1,100,eukarya,0.978629
NC_038757.1,200,eukarya,0.982927
NC_038757.1,500,eukarya,0.983060
NC_038781.1,0,phage,0.962323
NC_038781.1,100,phage,0.965799
NC_038781.1,200,phage,0.964105
NC_038781.1,500,phage,0.964193
NC_038825.1,0,virus,0.983895
NC_038825.1,100,virus,0.984003
NC_038825.1,200,virus,0.984053
NC_038825.1,500,virus,0.985144
NC_038841.1,0,virus,0.977466
NC_038841.1,100,virus,0.975412
NC_038841.1,200,virus,0.975025
NC_038841.1,500,virus,0.973594
NC_038922.1,0,virus,0.929651
NC_038922.1,100,virus,0.926381
NC_038922.1,200,virus,0.910787
NC_038922.1,500,virus,0.906390
NC_038929.1,0,eukarya,0.965831
NC_038929.1,100,eukarya,0.969874
NC_038929.1,200,eukarya,0.966108
NC_038929.1,500,eukarya,0.964470
NC_038966.1,0,virus,0.980370
NC_038966.1,100,virus,0.979344
NC_038966.1,200,virus,0.981253
NC_038966.1,500,virus,0.981722
NC_035936.1,0,eukarya,0.973728
NC_035936.1,100,eukarya,0.976352
NC_035936.1,200,eukarya,0.975309
NC_035936.1,500,eukarya,0.976126
NC_035889.1,0,virus,0.985062
NC_035889.1,100,virus,0.984907
NC_035889.1,200,virus,0.984618
NC_035889.1,500,virus,0.985099
NC_035187.1,0,virus,0.968110
NC_035187.1,100,virus,0.971627
NC_035187.1,200,virus,0.966632
NC_035187.1,500,virus,0.966874
NC_035220.1,0,virus,0.930721
NC_035220.1,100,virus,0.943310
NC_035220.1,200,eukarya,0.936104
NC_035220.1,500,virus,0.936453
NC_034617.1,0,virus,0.929127
NC_034617.1,100,virus,0.892806
NC_034617.1,200,virus,0.920456
NC_034617.1,500,virus,0.904281
NC_034569.1,0,virus,0.946327
NC_034569.1,100,virus,0.936274
NC_034569.1,200,virus,0.941877
NC_034569.1,500,virus,0.943378
NC_034521.1,0,virus,0.978905
NC_034521.1,100,virus,0.981751
NC_034521.1,200,virus,0.980387
NC_034521.1,500,virus,0.979366
NC_034524.1,0,virus,0.958561
NC_034524.1,100,virus,0.961621
NC_034524.1,200,virus,0.953824
NC_034524.1,500,virus,0.953456
NC_034394.1,0,virus,0.968593
NC_034394.1,100,virus,0.969715
NC_034394.1,200,virus,0.965922
NC_034394.1,500,virus,0.966625
NC_033760.1,0,archaea,0.969852
NC_033760.1,100,archaea,0.974545
NC_033760.1,200,archaea,0.973917
NC_033760.1,500,archaea,0.972312
NC_033468.1,0,phage,0.981962
NC_033468.1,100,phage,0.983949
NC_033468.1,200,phage,0.981832
NC_033468.1,500,phage,0.982249
NC_033443.1,0,virus,0.973758
NC_033443.1,100,virus,0.976020
NC_033443.1,200,virus,0.973611
NC_033443.1,500,virus,0.973327
NC_032760.1,0,eukarya,0.985863
NC_032760.1,100,eukarya,0.986824
NC_032760.1,200,eukarya,0.988001
NC_032760.1,500,eukarya,0.986607
NC_032767.1,0,virus,0.987573
NC_032767.1,100,virus,0.986817
NC_032767.1,200,virus,0.986542
NC_032767.1,500,virus,0.986855
NC_032803.1,0,eukarya,0.373963
NC_032803.1,100,eukarya,0.393846
NC_032803.1,200,eukarya,0.391625
NC_032803.1,500,eukarya,0.356285
NC_032809.1,0,virus,0.954612
NC_032809.1,100,virus,0.953400
NC_032809.1,200,virus,0.950426
NC_032809.1,500,virus,0.947740
NC_032823.1,0,virus,0.920784
NC_032823.1,100,virus,0.905666
NC_032823.1,200,virus,0.916363
NC_032823.1,500,virus,0.913828
NC_032856.1,0,virus,0.956116
NC_032856.1,100,virus,0.955675
NC_032856.1,200,virus,0.961545
NC_032856.1,500,virus,0.962000
NC_032860.1,0,phage,0.964222
NC_032860.1,100,phage,0.966261
NC_032860.1,200,phage,0.965588
NC_032860.1,500,phage,0.966646
NC_032880.1,0,eukarya,0.984364
NC_032880.1,100,eukarya,0.985584
NC_032880.1,200,eukarya,0.983837
NC_032880.1,500,eukarya,0.981886
NC_032937.1,0,bacteria,0.978151
NC_032937.1,100,bacteria,0.978869
NC_032937.1,200,bacteria,0.977668
NC_032937.1,500,bacteria,0.977440
NC_033182.1,0,eukarya,0.966279
NC_033182.1,100,eukarya,0.964402
NC_033182.1,200,eukarya,0.966715
NC_033182.1,500,eukarya,0.964216
NC_033253.1,0,virus,0.515171
NC_033253.1,100,virus,0.463676
NC_033253.1,200,virus,0.509539
NC_033253.1,500,virus,0.496731
NC_032569.1,0,virus,0.978917
NC_032569.1,100,virus,0.976364
NC_032569.1,200,virus,0.978128
NC_032569.1,500,virus,0.978973
NC_032581.1,0,virus,0.935927
NC_032581.1,100,archaea,0.934588
NC_032581.1,200,archaea,0.938692
NC_032581.1,500,virus,0.938915
NC_032403.1,0,phage,0.955205
NC_032403.1,100,eukarya,0.951971
NC_032403.1,200,phage,0.956283
NC_032403.1,500,phage,0.956954
NC_032405.1,0,virus,0.928899
NC_032405.1,100,virus,0.930843
NC_032405.1,200,virus,0.934097
NC_032405.1,500,virus,0.938013
NC_032407.1,0,virus,0.962881
NC_032407.1,100,virus,0.964921
NC_032407.1,200,virus,0.966631
NC_032407.1,500,virus,0.967268
NC_032417.1,0,virus,0.932792
NC_032417.1,100,virus,0.942648
NC_032417.1,200,virus,0.929372
NC_032417.1,500,virus,0.924426
NC_032496.1,0,eukarya,0.974487
NC_032496.1,100,eukarya,0.975264
NC_032496.1,200,eukarya,0.974217
NC_032496.1,500,eukarya,0.974210
NC_032218.1,0,virus,0.895128
NC_032218.1,100,virus,0.907142
NC_032218.1,200,phage,0.872221
NC_032218.1,500,phage,0.900924
NC_032154.1,0,virus,0.985151
NC_032154.1,100,virus,0.982873
NC_032154.1,200,virus,0.984423
NC_032154.1,500,virus,0.984045
NC_032162.1,0,virus,0.983445
NC_032162.1,100,virus,0.984841
NC_032162.1,200,virus,0.983975
NC_032162.1,500,virus,0.983473
NC_032087.1,0,eukarya,0.868005
NC_032087.1,100,eukarya,0.827031
NC_032087.1,200,eukarya,0.839387
NC_032087.1,500,eukarya,0.869256
NC_031947.1,0,eukarya,0.941329
NC_031947.1,100,eukarya,0.941037
NC_031947.1,200,eukarya,0.933727
NC_031947.1,500,eukarya,0.923675
NC_031750.1,0,phage,0.953142
NC_031750.1,100,phage,0.954691
NC_031750.1,200,phage,0.951926
NC_031750.1,500,virus,0.953164
NC_031311.1,0,phage,0.975990
NC_031311.1,100,phage,0.977141
NC_031311.1,200,phage,0.975570
NC_031311.1,500,phage,0.977117
NC_031083.1,0,archaea,0.963125
NC_031083.1,100,archaea,0.967663
NC_031083.1,200,archaea,0.963236
NC_031083.1,500,virus,0.963825
NC_030888.1,0,eukarya,0.966941
NC_030888.1,100,eukarya,0.955319
NC_030888.1,200,eukarya,0.965034
NC_030888.1,500,eukarya,0.964492
NC_030877.1,0,virus,0.966380
NC_030877.1,100,virus,0.968772
NC_030877.1,200,virus,0.965864
NC_030877.1,500,virus,0.966066
NC_030446.1,0,virus,0.908045
NC_030446.1,100,virus,0.904425
NC_030446.1,200,virus,0.913696
NC_030446.1,500,virus,0.911065
NC_030405.1,0,virus,0.909613
NC_030405.1,100,virus,0.902690
NC_030405.1,200,virus,0.907320
NC_030405.1,500,virus,0.907092
NC_030152.1,0,virus,0.972732
NC_030152.1,100,virus,0.973278
NC_030152.1,200,virus,0.973095
NC_030152.1,500,eukarya,0.971758
NC_029935.1,0,virus,0.978796
NC_029935.1,100,virus,0.977463
NC_029935.1,200,virus,0.978559
NC_029935.1,500,virus,0.977232
NC_029307.1,0,virus,0.974606
NC_029307.1,100,virus,0.973495
NC_029307.1,200,virus,0.975166
NC_029307.1,500,virus,0.975914
NC_029312.1,0,virus,0.971631
NC_029312.1,100,virus,0.976164
NC_029312.1,200,virus,0.972287
NC_029312.1,500,virus,0.973298
NC_029127.1,0,virus,0.989041
NC_029127.1,100,eukarya,0.989391
NC_029127.1,200,virus,0.988726
NC_029127.1,500,virus,0.988465
NC_028472.1,0,phage,0.786619
NC_028472.1,100,phage,0.694935
NC_028472.1,200,phage,0.722785
NC_028472.1,500,virus,0.731945
NC_027930.1,0,eukarya,0.947850
NC_027930.1,100,eukarya,0.945903
NC_027930.1,200,eukarya,0.943918
NC_027930.1,500,eukarya,0.944995
NC_027539.1,0,archaea,0.968269
NC_027539.1,100,archaea,0.972433
NC_027539.1,200,archaea,0.969626
NC_027539.1,500,archaea,0.966799
NC_027543.1,0,virus,0.975598
NC_027543.1,100,virus,0.970999
NC_027543.1,200,virus,0.974039
NC_027543.1,500,virus,0.974432
NC_026281.1,0,phage,0.975568
NC_026281.1,100,phage,0.971858
NC_026281.1,200,phage,0.974432
NC_026281.1,500,phage,0.975214
NC_026136.1,0,eukarya,0.951915
NC_026136.1,100,eukarya,0.954386
NC_026136.1,200,eukarya,0.955250
NC_026136.1,500,eukarya,0.953292
NC_025405.1,0,virus,0.977740
NC_025405.1,100,virus,0.979417
NC_025405.1,200,virus,0.979190
NC_025405.1,500,virus,0.980121
NC_025410.1,0,virus,0.981568
NC_025410.1,100,virus,0.980429
NC_025410.1,200,virus,0.978937
NC_025410.1,500,virus,0.977891
NC_025355.1,0,virus,0.980757
NC_025355.1,100,virus,0.980519
NC_025355.1,200,virus,0.981928
NC_025355.1,500,virus,0.982030
NC_024449.1,0,virus,0.915443
NC_024449.1,100,virus,0.910248
NC_024449.1,200,virus,0.898389
NC_024449.1,500,virus,0.909605
NC_024113.1,0,virus,0.984099
NC_024113.1,100,virus,0.983581
NC_024113.1,200,virus,0.983158
NC_024113.1,500,virus,0.984653
NC_024076.1,0,phage,0.981514
NC_024076.1,100,phage,0.980839
NC_024076.1,200,phage,0.980145
NC_024076.1,500,phage,0.980852
NC_023483.1,0,virus,0.976657
NC_023483.1,100,virus,0.972584
NC_023483.1,200,virus,0.976010
NC_023483.1,500,eukarya,0.974243
NC_023491.1,0,eukarya,0.976878
NC_023491.1,100,virus,0.977384
NC_023491.1,200,eukarya,0.977367
NC_023491.1,500,eukarya,0.980008
NC_022895.1,0,virus,0.976917
NC_022895.1,100,virus,0.977955
NC_022895.1,200,virus,0.978014
NC_022895.1,500,virus,0.979344
NC_022896.1,0,eukarya,0.547702
NC_022896.1,100,eukarya,0.578273
NC_022896.1,200,eukarya,0.486506
NC_022896.1,500,eukarya,0.418034
NC_022624.1,0,virus,0.970342
NC_022624.1,100,virus,0.973697
NC_022624.1,200,eukarya,0.972048
NC_022624.1,500,eukarya,0.972911
NC_022595.1,0,phage,0.979546
NC_022595.1,100,phage,0.976453
NC_022595.1,200,phage,0.979324
NC_022595.1,500,phage,0.978749
NC_021543.1,0,phage,0.976799
NC_021543.1,100,phage,0.979174
NC_021543.1,200,phage,0.978407
NC_021543.1,500,phage,0.978473
NC_021197.1,0,virus,0.948874
NC_021197.1,100,virus,0.955052
NC_021197.1,200,virus,0.955498
NC_021197.1,500,virus,0.960300
NC_020806.1,0,virus,0.958719
NC_020806.1,100,virus,0.965348
NC_020806.1,200,virus,0.957495
NC_020806.1,500,virus,0.958721
NC_019412.1,0,virus,0.963740
NC_019412.1,100,phage,0.961654
NC_019412.1,200,virus,0.966549
NC_019412.1,500,virus,0.966205
NC_019025.1,0,eukarya,0.748237
NC_019025.1,100,eukarya,0.702504
NC_019025.1,200,eukarya,0.743146
NC_019025.1,500,eukarya,0.752809
NC_018175.1,0,archaea,0.981728
NC_018175.1,100,archaea,0.981895
NC_018175.1,200,archaea,0.982496
NC_018175.1,500,archaea,0.981970
NC_018105.1,0,phage,0.978125
NC_018105.1,100,phage,0.977327
NC_018105.1,200,phage,0.977879
NC_018105.1,500,phage,0.976432
NC_016033.1,0,virus,0.937581
NC_016033.1,100,virus,0.948548
NC_016033.1,200,virus,0.933040
NC_016033.1,500,virus,0.933944
NC_015451.1,0,virus,0.971283
NC_015451.1,100,virus,0.977246
NC_015451.1,200,virus,0.971698
NC_015451.1,500,virus,0.972454
NC_015328.1,0,virus,0.978599
NC_015328.1,100,virus,0.980220
NC_015328.1,200,virus,0.978745
NC_015328.1,500,virus,0.977746
NC_014714.1,0,eukarya,0.984874
NC_014714.1,100,virus,0.985412
NC_014714.1,200,eukarya,0.985378
NC_014714.1,500,virus,0.985984
NC_014413.1,0,virus,0.963590
NC_014413.1,100,virus,0.964901
NC_014413.1,200,virus,0.960921
NC_014413.1,500,virus,0.959701
NC_014396.1,0,virus,0.953717
NC_014396.1,100,virus,0.951899
NC_014396.1,200,virus,0.958028
NC_014396.1,500,virus,0.955060
NC_014359.1,0,virus,0.934654
NC_014359.1,100,virus,0.938675
NC_014359.1,200,virus,0.932122
NC_014359.1,500,virus,0.924267
NC_014239.1,0,virus,0.977275
NC_014239.1,100,virus,0.977533
NC_014239.1,200,virus,0.977548
NC_014239.1,500,virus,0.977403
NC_012936.1,0,virus,0.981044
NC_012936.1,100,virus,0.979569
NC_012936.1,200,virus,0.980249
NC_012936.1,500,virus,0.979690
NC_011592.1,0,eukarya,0.967799
NC_011592.1,100,eukarya,0.969065
NC_011592.1,200,eukarya,0.963551
NC_011592.1,500,eukarya,0.965708
NC_011525.1,0,virus,0.975239
NC_011525.1,100,virus,0.968430
NC_011525.1,200,virus,0.973772
NC_011525.1,500,virus,0.972525
NC_010758.1,0,virus,0.954114
NC_010758.1,100,virus,0.943183
NC_010758.1,200,virus,0.941394
NC_010758.1,500,virus,0.927217
NC_010732.1,0,virus,0.952980
NC_010732.1,100,virus,0.958693
NC_010732.1,200,virus,0.953021
NC_010732.1,500,virus,0.955792
NC_010669.1,0,eukarya,0.952748
NC_010669.1,100,bacteria,0.959426
NC_010669.1,200,virus,0.954102
NC_010669.1,500,virus,0.955063
NC_008182.1,0,eukarya,0.976626
NC_008182.1,100,eukarya,0.978502
NC_008182.1,200,eukarya,0.976946
NC_008182.1,500,eukarya,0.977148
NC_007670.1,0,virus,0.976193
NC_007670.1,100,virus,0.976254
NC_007670.1,200,virus,0.976055
NC_007670.1,500,virus,0.976425
NC_007159.1,0,virus,0.969718
NC_007159.1,100,virus,0.969794
NC_007159.1,200,virus,0.971722
NC_007159.1,500,virus,0.971485
NC_006550.1,0,virus,0.984288
NC_006550.1,100,virus,0.983731
NC_006550.1,200,virus,0.984041
NC_006550.1,500,virus,0.983696
NC_006062.1,0,eukarya,0.982807
NC_006062.1,100,virus,0.979900
NC_006062.1,200,eukarya,0.981643
NC_006062.1,500,eukarya,0.980340
NC_005287.1,0,virus,0.945063
NC_005287.1,100,virus,0.937995
NC_005287.1,200,virus,0.936445
NC_005287.1,500,virus,0.929281
NC_005289.1,0,virus,0.960514
NC_005289.1,100,virus,0.956309
NC_005289.1,200,virus,0.961485
