contig_id,frag_id,pad_char,pad_len,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_078320.1,NC_078320.1__M__500,M,500,1500,virus,0.9997521042823792,0.068233,0.021110,0.036561,0.020662,0.010553,0.842881
NC_078320.1,NC_078320.1__M__450,M,450,1550,virus,0.9997116923332214,0.031589,0.017085,0.021207,0.015322,0.010274,0.904523
NC_078320.1,NC_078320.1__M__400,M,400,1600,virus,0.9994285702705383,0.034749,0.021192,0.038853,0.018892,0.013908,0.872406
NC_078320.1,NC_078320.1__M__350,M,350,1650,virus,0.9996852874755859,0.040452,0.024563,0.059177,0.022751,0.016148,0.836908
NC_078320.1,NC_078320.1__M__300,M,300,1700,virus,0.9996975660324097,0.061306,0.030334,0.090029,0.029482,0.016372,0.772477
NC_078320.1,NC_078320.1__M__250,M,250,1750,virus,0.9998169541358948,0.065481,0.041314,0.257462,0.038105,0.024863,0.572775
NC_078320.1,NC_078320.1__M__200,M,200,1800,virus,0.9998117089271545,0.049731,0.035252,0.150222,0.030285,0.023609,0.710900
NC_078320.1,NC_078320.1__M__150,M,150,1850,virus,0.9997672438621521,0.051098,0.036941,0.196130,0.035014,0.024626,0.656190
NC_078320.1,NC_078320.1__M__100,M,100,1900,virus,0.9997065663337708,0.035782,0.033882,0.156404,0.030346,0.030995,0.712592
NC_078320.1,NC_078320.1__M__50,M,50,1950,virus,0.9990469813346863,0.028492,0.027080,0.116620,0.026178,0.030026,0.771605
NC_078320.1,NC_078320.1__M__1,M,1,1999,virus,0.9991922974586487,0.028437,0.027734,0.112290,0.026336,0.031171,0.774032
NC_078100.1,NC_078100.1__none__0,none,0,2000,virus,0.9999668598175049,0.014543,0.022082,0.023454,0.017990,0.016768,0.905163
NC_078100.1,NC_078100.1__M__500,M,500,1500,virus,0.999968409538269,0.065696,0.032119,0.052780,0.030165,0.030486,0.788754
NC_078100.1,NC_078100.1__M__450,M,450,1550,virus,0.9999791383743286,0.145714,0.037645,0.068007,0.038189,0.030865,0.679581
NC_078100.1,NC_078100.1__M__400,M,400,1600,virus,0.9999781847000122,0.052443,0.024686,0.034090,0.022930,0.019051,0.846799
NC_078100.1,NC_078100.1__M__350,M,350,1650,virus,0.9999830722808838,0.054375,0.027612,0.034617,0.025901,0.019392,0.838103
NC_078100.1,NC_078100.1__M__300,M,300,1700,virus,0.9999878406524658,0.045310,0.030636,0.032760,0.028725,0.024921,0.837648
NC_078100.1,NC_078100.1__M__250,M,250,1750,virus,0.9999877214431763,0.024457,0.021369,0.028845,0.021174,0.019196,0.884959
NC_078100.1,NC_078100.1__M__200,M,200,1800,virus,0.9999865293502808,0.023210,0.026673,0.031458,0.024273,0.023336,0.871050
NC_078100.1,NC_078100.1__M__150,M,150,1850,virus,0.9999865293502808,0.017604,0.024719,0.026322,0.020802,0.020357,0.890196
NC_078100.1,NC_078100.1__M__100,M,100,1900,virus,0.9999775886535645,0.013011,0.021917,0.021820,0.017112,0.017964,0.908177
NC_078100.1,NC_078100.1__M__50,M,50,1950,virus,0.9999550580978394,0.019630,0.033500,0.035718,0.024920,0.022380,0.863853
NC_078100.1,NC_078100.1__M__1,M,1,1999,virus,0.9999666213989258,0.014553,0.022104,0.023480,0.018008,0.016789,0.905066
NC_078225.1,NC_078225.1__none__0,none,0,2000,virus,0.9996260404586792,0.010488,0.012371,0.012617,0.011173,0.011692,0.941659
NC_078225.1,NC_078225.1__M__500,M,500,1500,virus,0.9998443126678467,0.045862,0.021643,0.025682,0.018459,0.010804,0.877550
NC_078225.1,NC_078225.1__M__450,M,450,1550,virus,0.9998494386672974,0.048379,0.020636,0.025907,0.017480,0.009784,0.877814
NC_078225.1,NC_078225.1__M__400,M,400,1600,virus,0.9998393058776855,0.044851,0.027489,0.027046,0.019347,0.011388,0.869879
NC_078225.1,NC_078225.1__M__350,M,350,1650,virus,0.999778687953949,0.039933,0.021778,0.023718,0.017355,0.010076,0.887140
NC_078225.1,NC_078225.1__M__300,M,300,1700,virus,0.9998076558113098,0.034004,0.023127,0.023503,0.017846,0.010970,0.890550
NC_078225.1,NC_078225.1__M__250,M,250,1750,virus,0.9997288584709167,0.026263,0.018092,0.017656,0.014008,0.009744,0.914237
NC_078225.1,NC_078225.1__M__200,M,200,1800,virus,0.9997681975364685,0.020556,0.016292,0.015322,0.012666,0.010347,0.924818
NC_078225.1,NC_078225.1__M__150,M,150,1850,virus,0.9998354911804199,0.019658,0.014783,0.014805,0.012246,0.010533,0.927974
NC_078225.1,NC_078225.1__M__100,M,100,1900,virus,0.9997537732124329,0.017995,0.014511,0.015340,0.012359,0.010876,0.928919
NC_078225.1,NC_078225.1__M__50,M,50,1950,virus,0.9996275901794434,0.010395,0.011858,0.012042,0.010850,0.010912,0.943942
NC_078225.1,NC_078225.1__M__1,M,1,1999,virus,0.999625563621521,0.010483,0.012379,0.012616,0.011183,0.011694,0.941644
NC_078270.1,NC_078270.1__none__0,none,0,2000,virus,0.9999383687973022,0.032799,0.135549,0.038684,0.030387,0.025141,0.737439
NC_078270.1,NC_078270.1__M__500,M,500,1500,bacteria,0.9996457099914551,0.660375,0.115645,0.028586,0.040221,0.032067,0.123106
NC_078270.1,NC_078270.1__M__450,M,450,1550,bacteria,0.9997904896736145,0.774663,0.058455,0.022483,0.032632,0.029371,0.082396
NC_078270.1,NC_078270.1__M__400,M,400,1600,bacteria,0.9998196959495544,0.591948,0.070126,0.031431,0.039586,0.036207,0.230701
NC_078270.1,NC_078270.1__M__350,M,350,1650,bacteria,0.9998171925544739,0.513266,0.099195,0.037208,0.043405,0.036490,0.270436
NC_078270.1,NC_078270.1__M__300,M,300,1700,virus,0.9997988343238831,0.335959,0.097456,0.039949,0.044036,0.030273,0.452327
NC_078270.1,NC_078270.1__M__250,M,250,1750,virus,0.9998514652252197,0.364536,0.114634,0.043692,0.050140,0.042261,0.384737
NC_078270.1,NC_078270.1__M__200,M,200,1800,virus,0.9998379945755005,0.172752,0.094174,0.036904,0.041362,0.038805,0.616003
NC_078270.1,NC_078270.1__M__150,M,150,1850,bacteria,0.9998598098754883,0.339802,0.241606,0.043966,0.062965,0.061467,0.250193
NC_078270.1,NC_078270.1__M__100,M,100,1900,virus,0.999841570854187,0.183488,0.303853,0.049722,0.066373,0.056638,0.339925
NC_078270.1,NC_078270.1__M__50,M,50,1950,virus,0.9999279975891113,0.030208,0.144176,0.033591,0.028653,0.024614,0.738758
NC_078270.1,NC_078270.1__M__1,M,1,1999,virus,0.9999384880065918,0.032779,0.135303,0.038625,0.030370,0.025125,0.737798
NC_078409.1,NC_078409.1__none__0,none,0,2000,virus,0.9964236617088318,0.020193,0.044895,0.088456,0.027918,0.027226,0.791312
NC_078409.1,NC_078409.1__M__500,M,500,1500,virus,0.9989732503890991,0.072148,0.084968,0.069229,0.057453,0.036149,0.680053
NC_078409.1,NC_078409.1__M__450,M,450,1550,virus,0.9997069239616394,0.073594,0.108753,0.092461,0.067879,0.051814,0.605500
NC_078409.1,NC_078409.1__M__400,M,400,1600,virus,0.9995538592338562,0.058761,0.097448,0.098093,0.063224,0.053242,0.629232
NC_078409.1,NC_078409.1__M__350,M,350,1650,virus,0.9995500445365906,0.039593,0.062505,0.070591,0.042561,0.032747,0.752003
NC_078409.1,NC_078409.1__M__300,M,300,1700,virus,0.9990752935409546,0.032846,0.048156,0.072911,0.035669,0.027751,0.782667
NC_078409.1,NC_078409.1__M__250,M,250,1750,virus,0.9987620115280151,0.030684,0.049125,0.093610,0.034125,0.032094,0.760362
NC_078409.1,NC_078409.1__M__200,M,200,1800,virus,0.99826979637146,0.026496,0.043577,0.087076,0.031359,0.029084,0.782409
NC_078409.1,NC_078409.1__M__150,M,150,1850,virus,0.997968852519989,0.026866,0.045438,0.104251,0.034022,0.032967,0.756456
NC_078409.1,NC_078409.1__M__100,M,100,1900,virus,0.9974982142448425,0.021402,0.039958,0.072354,0.027847,0.027390,0.811049
NC_078409.1,NC_078409.1__M__50,M,50,1950,virus,0.9935625791549683,0.019899,0.039405,0.087887,0.026513,0.026240,0.800057
NC_078409.1,NC_078409.1__M__1,M,1,1999,virus,0.9964377880096436,0.020204,0.044909,0.088422,0.027918,0.027241,0.791306
NC_078484.1,NC_078484.1__none__0,none,0,2000,virus,0.9592385292053223,0.025050,0.029130,0.091032,0.027150,0.024351,0.803287
NC_078484.1,NC_078484.1__M__500,M,500,1500,virus,0.9878749251365662,0.017411,0.016339,0.018652,0.014167,0.010808,0.922624
NC_078484.1,NC_078484.1__M__450,M,450,1550,virus,0.9896434545516968,0.024893,0.017454,0.026428,0.016964,0.010152,0.904108
NC_078484.1,NC_078484.1__M__400,M,400,1600,virus,0.9922330379486084,0.027266,0.018476,0.033126,0.019987,0.009815,0.891330
NC_078484.1,NC_078484.1__M__350,M,350,1650,virus,0.9922168254852295,0.035295,0.020009,0.026963,0.019275,0.008426,0.890032
NC_078484.1,NC_078484.1__M__300,M,300,1700,virus,0.9905214309692383,0.021335,0.019799,0.026680,0.017440,0.012017,0.902729
NC_078484.1,NC_078484.1__M__250,M,250,1750,virus,0.9866952896118164,0.020464,0.019104,0.027312,0.016808,0.011781,0.904531
NC_078484.1,NC_078484.1__M__200,M,200,1800,virus,0.9841259717941284,0.020726,0.021892,0.047028,0.019814,0.017023,0.873517
NC_078484.1,NC_078484.1__M__150,M,150,1850,virus,0.9817612767219543,0.020488,0.020887,0.046489,0.020930,0.016116,0.875090
NC_078484.1,NC_078484.1__M__100,M,100,1900,virus,0.9761580228805542,0.020079,0.022502,0.052889,0.022428,0.018014,0.864088
NC_078484.1,NC_078484.1__M__50,M,50,1950,virus,0.9329254031181335,0.028144,0.032028,0.135238,0.029352,0.026106,0.749132
NC_078484.1,NC_078484.1__M__1,M,1,1999,virus,0.9592716693878174,0.025068,0.029162,0.091237,0.027174,0.024364,0.802996
NC_078627.1,NC_078627.1__none__0,none,0,2000,virus,0.9987934827804565,0.036058,0.022161,0.028780,0.022634,0.011494,0.878873
NC_078627.1,NC_078627.1__M__500,M,500,1500,bacteria,0.9997697472572327,0.735570,0.030714,0.037507,0.027980,0.024289,0.143940
NC_078627.1,NC_078627.1__M__450,M,450,1550,bacteria,0.9997983574867249,0.736542,0.035404,0.058778,0.030931,0.022453,0.115892
NC_078627.1,NC_078627.1__M__400,M,400,1600,bacteria,0.9998509883880615,0.734707,0.037204,0.056798,0.033291,0.021256,0.116743
NC_078627.1,NC_078627.1__M__350,M,350,1650,bacteria,0.9998407363891602,0.540975,0.037698,0.155511,0.035972,0.022322,0.207522
NC_078627.1,NC_078627.1__M__300,M,300,1700,bacteria,0.999610960483551,0.474993,0.033306,0.129081,0.036767,0.020178,0.305675
NC_078627.1,NC_078627.1__M__250,M,250,1750,bacteria,0.9997193217277527,0.674965,0.031083,0.122927,0.035218,0.020729,0.115078
NC_078627.1,NC_078627.1__M__200,M,200,1800,bacteria,0.999646782875061,0.405615,0.038929,0.261772,0.043046,0.020390,0.230248
NC_078627.1,NC_078627.1__M__150,M,150,1850,bacteria,0.9995465874671936,0.385779,0.043387,0.291051,0.054328,0.021528,0.203926
NC_078627.1,NC_078627.1__M__100,M,100,1900,virus,0.9990058541297913,0.259801,0.072038,0.256156,0.081758,0.026366,0.303880
NC_078627.1,NC_078627.1__M__50,M,50,1950,virus,0.9985235333442688,0.087070,0.043289,0.101997,0.051220,0.017507,0.698917
NC_078627.1,NC_078627.1__M__1,M,1,1999,virus,0.9987925291061401,0.036232,0.022164,0.028844,0.022703,0.011493,0.878563
NC_078670.1,NC_078670.1__none__0,none,0,2000,virus,0.999987006187439,0.014474,0.021585,0.019435,0.013486,0.012231,0.918789
NC_078670.1,NC_078670.1__M__500,M,500,1500,bacteria,0.9999760389328003,0.433613,0.056293,0.038066,0.046056,0.024863,0.401108
NC_078670.1,NC_078670.1__M__450,M,450,1550,virus,0.9999833106994629,0.360522,0.052741,0.038076,0.046406,0.024106,0.478149
NC_078670.1,NC_078670.1__M__400,M,400,1600,virus,0.99998939037323,0.205999,0.049507,0.044912,0.042810,0.019150,0.637621
NC_078670.1,NC_078670.1__M__350,M,350,1650,virus,0.9999862909317017,0.261605,0.037417,0.044819,0.040685,0.020903,0.594571
NC_078670.1,NC_078670.1__M__300,M,300,1700,virus,0.99998939037323,0.275586,0.038351,0.044355,0.041317,0.019967,0.580425
NC_078670.1,NC_078670.1__M__250,M,250,1750,virus,0.9999897480010986,0.176191,0.033401,0.047418,0.037324,0.014495,0.691170
NC_078670.1,NC_078670.1__M__200,M,200,1800,virus,0.9999915361404419,0.176296,0.033820,0.048625,0.040890,0.016151,0.684217
NC_078670.1,NC_078670.1__M__150,M,150,1850,virus,0.9999899864196777,0.166645,0.043204,0.046086,0.040798,0.019704,0.683563
NC_078670.1,NC_078670.1__M__100,M,100,1900,virus,0.999976396560669,0.078846,0.032504,0.037020,0.028339,0.016920,0.806371
NC_078670.1,NC_078670.1__M__50,M,50,1950,virus,0.9999793767929077,0.024909,0.037763,0.025729,0.017941,0.014785,0.878873
NC_078670.1,NC_078670.1__M__1,M,1,1999,virus,0.9999868869781494,0.014480,0.021586,0.019440,0.013483,0.012229,0.918782
NC_078676.1,NC_078676.1__none__0,none,0,2000,virus,0.9999436140060425,0.017798,0.036044,0.020896,0.030007,0.017166,0.878088
NC_078676.1,NC_078676.1__M__500,M,500,1500,virus,0.9992528557777405,0.039478,0.049112,0.026867,0.040928,0.022322,0.821293
NC_078676.1,NC_078676.1__M__450,M,450,1550,virus,0.9994785189628601,0.073016,0.067336,0.035448,0.057084,0.026633,0.740483
NC_078676.1,NC_078676.1__M__400,M,400,1600,virus,0.9994553923606873,0.065035,0.061076,0.031006,0.047832,0.023363,0.771689
NC_078676.1,NC_078676.1__M__350,M,350,1650,virus,0.9993304014205933,0.049854,0.048021,0.024045,0.031254,0.021106,0.825720
NC_078676.1,NC_078676.1__M__300,M,300,1700,virus,0.9995638728141785,0.046399,0.056190,0.023537,0.033073,0.021862,0.818939
NC_078676.1,NC_078676.1__M__250,M,250,1750,virus,0.9997215867042542,0.045139,0.066985,0.023509,0.034038,0.026080,0.804247
NC_078676.1,NC_078676.1__M__200,M,200,1800,virus,0.9997534155845642,0.065451,0.105948,0.034268,0.061714,0.030827,0.701792
NC_078676.1,NC_078676.1__M__150,M,150,1850,virus,0.9997987151145935,0.053883,0.123684,0.032381,0.052164,0.034862,0.703025
NC_078676.1,NC_078676.1__M__100,M,100,1900,virus,0.9997628331184387,0.026872,0.049386,0.026226,0.031339,0.022712,0.843465
NC_078676.1,NC_078676.1__M__50,M,50,1950,virus,0.999882698059082,0.022128,0.051620,0.026026,0.056708,0.019614,0.823904
NC_078676.1,NC_078676.1__M__1,M,1,1999,virus,0.9999438524246216,0.017745,0.035819,0.020850,0.030055,0.017134,0.878397
NC_078823.1,NC_078823.1__none__0,none,0,2000,virus,0.9322062730789185,0.020079,0.019787,0.018443,0.017482,0.017824,0.906385
NC_078823.1,NC_078823.1__M__500,M,500,1500,virus,0.9699814319610596,0.235090,0.030766,0.035805,0.029487,0.025070,0.643783
NC_078823.1,NC_078823.1__M__450,M,450,1550,virus,0.980741560459137,0.215113,0.024763,0.035293,0.026175,0.024340,0.674315
NC_078823.1,NC_078823.1__M__400,M,400,1600,virus,0.9804972410202026,0.272700,0.035020,0.033963,0.033460,0.031762,0.593095
NC_078823.1,NC_078823.1__M__350,M,350,1650,virus,0.9858531951904297,0.164407,0.024325,0.027737,0.026302,0.023205,0.734024
NC_078823.1,NC_078823.1__M__300,M,300,1700,virus,0.9746688008308411,0.086135,0.023958,0.024057,0.024707,0.018281,0.822862
NC_078823.1,NC_078823.1__M__250,M,250,1750,virus,0.9641580581665039,0.056521,0.018505,0.021011,0.018923,0.016518,0.868523
NC_078823.1,NC_078823.1__M__200,M,200,1800,virus,0.9598376750946045,0.087837,0.024932,0.032906,0.026498,0.018421,0.809406
NC_078823.1,NC_078823.1__M__150,M,150,1850,virus,0.9510675668716431,0.146822,0.051330,0.040405,0.041247,0.041801,0.678395
NC_078823.1,NC_078823.1__M__100,M,100,1900,virus,0.9485223889350891,0.164074,0.067668,0.051662,0.052295,0.053813,0.610487
NC_078823.1,NC_078823.1__M__50,M,50,1950,virus,0.9078048467636108,0.114313,0.056707,0.050802,0.042168,0.044847,0.691163
NC_078823.1,NC_078823.1__M__1,M,1,1999,virus,0.9321030974388123,0.020076,0.019793,0.018440,0.017480,0.017832,0.906379
NC_078826.1,NC_078826.1__none__0,none,0,2000,virus,0.9988571405410767,0.017443,0.017786,0.032478,0.016378,0.015128,0.900787
NC_078826.1,NC_078826.1__M__500,M,500,1500,virus,0.999811589717865,0.048040,0.015879,0.021942,0.021309,0.009731,0.883100
NC_078826.1,NC_078826.1__M__450,M,450,1550,virus,0.9997486472129822,0.054559,0.016536,0.022088,0.022693,0.010559,0.873566
NC_078826.1,NC_078826.1__M__400,M,400,1600,virus,0.9997753500938416,0.057119,0.017402,0.024535,0.023495,0.011607,0.865841
NC_078826.1,NC_078826.1__M__350,M,350,1650,virus,0.9997382760047913,0.053853,0.016741,0.023872,0.022218,0.010155,0.873162
NC_078826.1,NC_078826.1__M__300,M,300,1700,virus,0.9995983242988586,0.047781,0.015243,0.022726,0.019430,0.011121,0.883699
NC_078826.1,NC_078826.1__M__250,M,250,1750,virus,0.9996046423912048,0.060992,0.016522,0.033393,0.021613,0.012853,0.854627
NC_078826.1,NC_078826.1__M__200,M,200,1800,virus,0.9996651411056519,0.048730,0.018494,0.039305,0.021136,0.013253,0.859082
NC_078826.1,NC_078826.1__M__150,M,150,1850,virus,0.9993914365768433,0.026661,0.014597,0.022020,0.016429,0.010331,0.909962
NC_078826.1,NC_078826.1__M__100,M,100,1900,virus,0.9989122152328491,0.025470,0.016575,0.029049,0.017201,0.011450,0.900254
NC_078826.1,NC_078826.1__M__50,M,50,1950,virus,0.9987353682518005,0.023839,0.022352,0.063418,0.019967,0.018308,0.852117
NC_078826.1,NC_078826.1__M__1,M,1,1999,virus,0.998855710029602,0.017488,0.017808,0.032628,0.016400,0.015147,0.900529
NC_078867.1,NC_078867.1__none__0,none,0,2000,archaea,0.9998979568481445,0.025628,0.109750,0.059919,0.706723,0.031781,0.066199
NC_078867.1,NC_078867.1__M__500,M,500,1500,virus,0.9998419284820557,0.151787,0.080838,0.050214,0.049263,0.027225,0.640673
NC_078867.1,NC_078867.1__M__450,M,450,1550,virus,0.9998965263366699,0.162993,0.075938,0.058179,0.050193,0.025758,0.626939
NC_078867.1,NC_078867.1__M__400,M,400,1600,virus,0.9999279975891113,0.106636,0.051470,0.050397,0.043248,0.020650,0.727600
NC_078867.1,NC_078867.1__M__350,M,350,1650,virus,0.9999345541000366,0.090799,0.044655,0.045076,0.041364,0.016083,0.762023
NC_078867.1,NC_078867.1__M__300,M,300,1700,virus,0.9998795986175537,0.102647,0.056007,0.057993,0.048645,0.021069,0.713639
NC_078867.1,NC_078867.1__M__250,M,250,1750,virus,0.9998757839202881,0.071898,0.053843,0.068784,0.103460,0.021279,0.680736
