contig_id,frag_id,pad_char,pad_len,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_117365.1,NC_117365.1__M__450,M,450,1550,virus,0.9997455477714539,0.011136,0.019333,0.022928,0.012852,0.012330,0.921421
NC_117365.1,NC_117365.1__M__400,M,400,1600,virus,0.9997953772544861,0.011683,0.018174,0.021139,0.013304,0.013246,0.922454
NC_117365.1,NC_117365.1__M__350,M,350,1650,virus,0.9998024106025696,0.010124,0.016026,0.017646,0.012835,0.013260,0.930109
NC_117365.1,NC_117365.1__M__300,M,300,1700,virus,0.999761164188385,0.009446,0.014515,0.016186,0.011364,0.010502,0.937987
NC_117365.1,NC_117365.1__M__250,M,250,1750,virus,0.999707043170929,0.009541,0.013710,0.016262,0.011487,0.010372,0.938627
NC_117365.1,NC_117365.1__M__200,M,200,1800,virus,0.9998143315315247,0.010265,0.014669,0.017839,0.012684,0.011553,0.932989
NC_117365.1,NC_117365.1__M__150,M,150,1850,virus,0.9998873472213745,0.010112,0.014870,0.017172,0.012417,0.012073,0.933356
NC_117365.1,NC_117365.1__M__100,M,100,1900,virus,0.9998553991317749,0.010504,0.015261,0.017056,0.012362,0.012453,0.932364
NC_117365.1,NC_117365.1__M__50,M,50,1950,virus,0.999804675579071,0.010693,0.016144,0.018223,0.013054,0.013490,0.928396
NC_117365.1,NC_117365.1__M__1,M,1,1999,virus,0.9997888207435608,0.010577,0.015575,0.017776,0.013005,0.013291,0.929776
NC_078320.1,NC_078320.1__none__0,none,0,2000,virus,0.9991931319236755,0.028464,0.027757,0.112463,0.026359,0.031194,0.773764
NC_078320.1,NC_078320.1__M__500,M,500,1500,virus,0.9989744424819946,0.025887,0.024598,0.124123,0.023689,0.028529,0.773174
NC_078320.1,NC_078320.1__M__450,M,450,1550,virus,0.9987180233001709,0.031439,0.029827,0.206355,0.028576,0.035349,0.668454
NC_078320.1,NC_078320.1__M__400,M,400,1600,virus,0.9988008737564087,0.028833,0.028838,0.181334,0.028112,0.033176,0.699707
NC_078320.1,NC_078320.1__M__350,M,350,1650,eukarya,0.9987978935241699,0.038058,0.038389,0.426168,0.038928,0.039449,0.419008
NC_078320.1,NC_078320.1__M__300,M,300,1700,eukarya,0.9989198446273804,0.037518,0.036860,0.443353,0.039411,0.040780,0.402076
NC_078320.1,NC_078320.1__M__250,M,250,1750,eukarya,0.9989492297172546,0.037466,0.037483,0.495093,0.039287,0.042072,0.348599
NC_078320.1,NC_078320.1__M__200,M,200,1800,virus,0.9991217255592346,0.037991,0.036923,0.383128,0.038056,0.041682,0.462219
NC_078320.1,NC_078320.1__M__150,M,150,1850,virus,0.9992889165878296,0.037146,0.036300,0.368256,0.036776,0.039764,0.481757
NC_078320.1,NC_078320.1__M__100,M,100,1900,virus,0.9991770386695862,0.036959,0.036987,0.291742,0.036482,0.040940,0.556891
NC_078320.1,NC_078320.1__M__50,M,50,1950,virus,0.9992326498031616,0.034414,0.034390,0.218050,0.032895,0.037926,0.642325
NC_078320.1,NC_078320.1__M__1,M,1,1999,virus,0.9991922974586487,0.028446,0.027740,0.112366,0.026343,0.031182,0.773922
NC_078100.1,NC_078100.1__none__0,none,0,2000,virus,0.9999668598175049,0.014544,0.022081,0.023454,0.017989,0.016767,0.905166
NC_078100.1,NC_078100.1__M__500,M,500,1500,virus,0.9999316930770874,0.027280,0.039861,0.055749,0.029443,0.024099,0.823567
NC_078100.1,NC_078100.1__M__450,M,450,1550,virus,0.9999362230300903,0.031628,0.047284,0.073603,0.034913,0.028806,0.783765
NC_078100.1,NC_078100.1__M__400,M,400,1600,virus,0.9999393224716187,0.030689,0.045764,0.079322,0.039033,0.032798,0.772395
NC_078100.1,NC_078100.1__M__350,M,350,1650,virus,0.9999573230743408,0.017671,0.029694,0.041739,0.023599,0.019459,0.867838
NC_078100.1,NC_078100.1__M__300,M,300,1700,virus,0.9999737739562988,0.016925,0.029058,0.034711,0.022352,0.018848,0.878105
NC_078100.1,NC_078100.1__M__250,M,250,1750,virus,0.9999731779098511,0.018765,0.031466,0.039217,0.025258,0.021610,0.863684
NC_078100.1,NC_078100.1__M__200,M,200,1800,virus,0.999969482421875,0.017254,0.027243,0.033743,0.023061,0.020132,0.878567
NC_078100.1,NC_078100.1__M__150,M,150,1850,virus,0.9999626874923706,0.015558,0.024100,0.027534,0.019756,0.017775,0.895276
NC_078100.1,NC_078100.1__M__100,M,100,1900,virus,0.9999701976776123,0.016034,0.025318,0.028652,0.020116,0.017983,0.891896
NC_078100.1,NC_078100.1__M__50,M,50,1950,virus,0.9999599456787109,0.016613,0.025603,0.029497,0.021281,0.018654,0.888352
NC_078100.1,NC_078100.1__M__1,M,1,1999,virus,0.9999666213989258,0.014553,0.022104,0.023480,0.018008,0.016789,0.905066
NC_078225.1,NC_078225.1__none__0,none,0,2000,virus,0.9996260404586792,0.010487,0.012369,0.012616,0.011174,0.011692,0.941662
NC_078225.1,NC_078225.1__M__500,M,500,1500,virus,0.999330997467041,0.012211,0.011816,0.017938,0.010529,0.011766,0.935740
NC_078225.1,NC_078225.1__M__450,M,450,1550,virus,0.9992777705192566,0.011479,0.012016,0.017273,0.010630,0.012208,0.936394
NC_078225.1,NC_078225.1__M__400,M,400,1600,virus,0.9989854693412781,0.012082,0.012344,0.016966,0.010642,0.011164,0.936802
NC_078225.1,NC_078225.1__M__350,M,350,1650,virus,0.9989472031593323,0.011552,0.012696,0.016120,0.010773,0.012196,0.936663
NC_078225.1,NC_078225.1__M__300,M,300,1700,virus,0.9990031123161316,0.010845,0.014117,0.013840,0.011174,0.011066,0.938958
NC_078225.1,NC_078225.1__M__250,M,250,1750,virus,0.9990994930267334,0.010877,0.013486,0.014199,0.011422,0.011774,0.938243
NC_078225.1,NC_078225.1__M__200,M,200,1800,virus,0.9991185069084167,0.011287,0.013755,0.015103,0.011647,0.012610,0.935598
NC_078225.1,NC_078225.1__M__150,M,150,1850,virus,0.9993612170219421,0.011997,0.013615,0.017206,0.012127,0.013066,0.931989
NC_078225.1,NC_078225.1__M__100,M,100,1900,virus,0.9995195865631104,0.011352,0.013525,0.015107,0.011700,0.011947,0.936369
NC_078225.1,NC_078225.1__M__50,M,50,1950,virus,0.9995554089546204,0.010531,0.012331,0.012389,0.011238,0.011104,0.942407
NC_078225.1,NC_078225.1__M__1,M,1,1999,virus,0.999625563621521,0.010483,0.012378,0.012617,0.011183,0.011693,0.941645
NC_078270.1,NC_078270.1__none__0,none,0,2000,virus,0.9999383687973022,0.032806,0.135589,0.038686,0.030393,0.025144,0.737382
NC_078270.1,NC_078270.1__M__500,M,500,1500,phage,0.9998025298118591,0.122390,0.436999,0.051414,0.127681,0.053727,0.207789
NC_078270.1,NC_078270.1__M__450,M,450,1550,phage,0.9997603297233582,0.115876,0.363690,0.062326,0.142094,0.051237,0.264777
NC_078270.1,NC_078270.1__M__400,M,400,1600,phage,0.9998021721839905,0.112518,0.380848,0.073671,0.112040,0.047464,0.273458
NC_078270.1,NC_078270.1__M__350,M,350,1650,virus,0.9997937083244324,0.054797,0.330296,0.071621,0.048902,0.027118,0.467266
NC_078270.1,NC_078270.1__M__300,M,300,1700,virus,0.9998217225074768,0.046281,0.372085,0.047748,0.037419,0.027296,0.469170
NC_078270.1,NC_078270.1__M__250,M,250,1750,virus,0.9998804330825806,0.040806,0.280944,0.042750,0.035252,0.027992,0.572257
NC_078270.1,NC_078270.1__M__200,M,200,1800,virus,0.9999045133590698,0.036739,0.203522,0.038321,0.032951,0.025974,0.662492
NC_078270.1,NC_078270.1__M__150,M,150,1850,virus,0.9998992681503296,0.038852,0.280934,0.040824,0.034253,0.028059,0.577078
NC_078270.1,NC_078270.1__M__100,M,100,1900,virus,0.9999203681945801,0.035946,0.214832,0.040953,0.032960,0.027870,0.647440
NC_078270.1,NC_078270.1__M__50,M,50,1950,virus,0.9999356269836426,0.032961,0.153300,0.038974,0.030714,0.026588,0.717463
NC_078270.1,NC_078270.1__M__1,M,1,1999,virus,0.9999384880065918,0.032771,0.135322,0.038615,0.030366,0.025122,0.737803
NC_078409.1,NC_078409.1__none__0,none,0,2000,virus,0.9964233040809631,0.020197,0.044909,0.088481,0.027924,0.027233,0.791256
NC_078409.1,NC_078409.1__M__500,M,500,1500,virus,0.9974406957626343,0.026526,0.072687,0.075275,0.063126,0.032024,0.730363
NC_078409.1,NC_078409.1__M__450,M,450,1550,virus,0.9972587823867798,0.028749,0.090129,0.093298,0.084712,0.037488,0.665626
NC_078409.1,NC_078409.1__M__400,M,400,1600,virus,0.9950599074363708,0.030381,0.080843,0.094834,0.084049,0.039264,0.670629
NC_078409.1,NC_078409.1__M__350,M,350,1650,virus,0.9936745166778564,0.033564,0.091391,0.172446,0.088304,0.042516,0.571780
NC_078409.1,NC_078409.1__M__300,M,300,1700,virus,0.9917457699775696,0.024556,0.045784,0.193221,0.039495,0.031089,0.665855
NC_078409.1,NC_078409.1__M__250,M,250,1750,virus,0.988444447517395,0.024173,0.049460,0.160247,0.036493,0.031802,0.697825
NC_078409.1,NC_078409.1__M__200,M,200,1800,virus,0.9905911087989807,0.026214,0.055572,0.198598,0.039395,0.034215,0.646006
NC_078409.1,NC_078409.1__M__150,M,150,1850,virus,0.9942402839660645,0.026324,0.056985,0.201052,0.039671,0.034484,0.641485
NC_078409.1,NC_078409.1__M__100,M,100,1900,virus,0.9949523210525513,0.026405,0.053413,0.176434,0.039361,0.034826,0.669562
NC_078409.1,NC_078409.1__M__50,M,50,1950,virus,0.9959976673126221,0.024267,0.056264,0.146153,0.035841,0.031270,0.706204
NC_078409.1,NC_078409.1__M__1,M,1,1999,virus,0.9964380264282227,0.020208,0.044919,0.088459,0.027920,0.027245,0.791249
NC_078484.1,NC_078484.1__none__0,none,0,2000,virus,0.9592286348342896,0.025049,0.029131,0.091016,0.027145,0.024350,0.803309
NC_078484.1,NC_078484.1__M__500,M,500,1500,virus,0.9936249256134033,0.033096,0.035375,0.286073,0.039106,0.032224,0.574126
NC_078484.1,NC_078484.1__M__450,M,450,1550,virus,0.9938380122184753,0.033385,0.032829,0.223499,0.037700,0.029915,0.642672
NC_078484.1,NC_078484.1__M__400,M,400,1600,virus,0.9932798743247986,0.033394,0.035299,0.242486,0.038815,0.032090,0.617917
NC_078484.1,NC_078484.1__M__350,M,350,1650,virus,0.991152822971344,0.035017,0.036921,0.283611,0.040410,0.031821,0.572220
NC_078484.1,NC_078484.1__M__300,M,300,1700,virus,0.9835963249206543,0.031806,0.033619,0.178697,0.035514,0.028736,0.691627
NC_078484.1,NC_078484.1__M__250,M,250,1750,virus,0.9747045040130615,0.028024,0.031384,0.127384,0.030036,0.025666,0.757506
NC_078484.1,NC_078484.1__M__200,M,200,1800,virus,0.9633001089096069,0.024669,0.028123,0.087088,0.025958,0.022365,0.811797
NC_078484.1,NC_078484.1__M__150,M,150,1850,virus,0.9731351733207703,0.021002,0.025057,0.058818,0.023135,0.019621,0.852366
NC_078484.1,NC_078484.1__M__100,M,100,1900,virus,0.9691886901855469,0.019861,0.023844,0.051787,0.022173,0.018879,0.863456
NC_078484.1,NC_078484.1__M__50,M,50,1950,virus,0.9653823375701904,0.023836,0.027442,0.082104,0.026429,0.022948,0.817241
NC_078484.1,NC_078484.1__M__1,M,1,1999,virus,0.9592670202255249,0.025067,0.029161,0.091236,0.027174,0.024363,0.802998
NC_078627.1,NC_078627.1__none__0,none,0,2000,virus,0.9987937211990356,0.036061,0.022162,0.028781,0.022636,0.011493,0.878868
NC_078627.1,NC_078627.1__M__500,M,500,1500,eukarya,0.9994245767593384,0.156118,0.100721,0.326449,0.108947,0.039252,0.268513
NC_078627.1,NC_078627.1__M__450,M,450,1550,virus,0.9995206594467163,0.141138,0.082009,0.206205,0.073351,0.035380,0.461917
NC_078627.1,NC_078627.1__M__400,M,400,1600,virus,0.9994551539421082,0.105255,0.087236,0.240676,0.058584,0.033531,0.474718
NC_078627.1,NC_078627.1__M__350,M,350,1650,virus,0.999534010887146,0.069353,0.058965,0.140303,0.043109,0.026774,0.661497
NC_078627.1,NC_078627.1__M__300,M,300,1700,virus,0.9995564818382263,0.127528,0.071702,0.134263,0.054773,0.029573,0.582161
NC_078627.1,NC_078627.1__M__250,M,250,1750,virus,0.9994723200798035,0.097227,0.057755,0.105520,0.044131,0.022226,0.673141
NC_078627.1,NC_078627.1__M__200,M,200,1800,virus,0.9992733597755432,0.073397,0.040107,0.105217,0.040957,0.019096,0.721226
NC_078627.1,NC_078627.1__M__150,M,150,1850,virus,0.9992547631263733,0.132369,0.047475,0.126716,0.062648,0.021542,0.609250
NC_078627.1,NC_078627.1__M__100,M,100,1900,virus,0.9991710186004639,0.113777,0.045635,0.104292,0.065470,0.020630,0.650197
NC_078627.1,NC_078627.1__M__50,M,50,1950,virus,0.9990253448486328,0.053966,0.031792,0.046080,0.034012,0.015025,0.819126
NC_078627.1,NC_078627.1__M__1,M,1,1999,virus,0.9987926483154297,0.036231,0.022163,0.028848,0.022701,0.011494,0.878563
NC_078670.1,NC_078670.1__none__0,none,0,2000,virus,0.999987006187439,0.014473,0.021588,0.019435,0.013486,0.012233,0.918786
NC_078670.1,NC_078670.1__M__500,M,500,1500,virus,0.9999862909317017,0.031705,0.040892,0.031420,0.017028,0.024046,0.854908
NC_078670.1,NC_078670.1__M__450,M,450,1550,virus,0.9999829530715942,0.023284,0.044154,0.030844,0.016422,0.029679,0.855617
NC_078670.1,NC_078670.1__M__400,M,400,1600,virus,0.9999860525131226,0.014581,0.024053,0.025512,0.013430,0.016549,0.905875
NC_078670.1,NC_078670.1__M__350,M,350,1650,virus,0.9999901056289673,0.012815,0.018931,0.020100,0.012619,0.013090,0.922445
NC_078670.1,NC_078670.1__M__300,M,300,1700,virus,0.9999922513961792,0.011424,0.019394,0.018435,0.012740,0.015522,0.922485
NC_078670.1,NC_078670.1__M__250,M,250,1750,virus,0.999993085861206,0.009616,0.015892,0.016459,0.011239,0.010429,0.936365
NC_078670.1,NC_078670.1__M__200,M,200,1800,virus,0.9999909400939941,0.010410,0.017385,0.019016,0.011528,0.011489,0.930172
NC_078670.1,NC_078670.1__M__150,M,150,1850,virus,0.9999914169311523,0.012334,0.023196,0.023840,0.013699,0.014906,0.912025
NC_078670.1,NC_078670.1__M__100,M,100,1900,virus,0.9999864101409912,0.012360,0.025637,0.020707,0.012903,0.013660,0.914733
NC_078670.1,NC_078670.1__M__50,M,50,1950,virus,0.9999827146530151,0.016145,0.021649,0.020339,0.013495,0.012526,0.915846
NC_078670.1,NC_078670.1__M__1,M,1,1999,virus,0.9999868869781494,0.014478,0.021588,0.019440,0.013482,0.012228,0.918784
NC_078676.1,NC_078676.1__none__0,none,0,2000,virus,0.9999436140060425,0.017797,0.036045,0.020894,0.029999,0.017166,0.878100
NC_078676.1,NC_078676.1__M__500,M,500,1500,virus,0.9998224377632141,0.034613,0.146047,0.068353,0.081548,0.039843,0.629597
NC_078676.1,NC_078676.1__M__450,M,450,1550,virus,0.9998133778572083,0.037901,0.164269,0.066281,0.107891,0.044722,0.578937
NC_078676.1,NC_078676.1__M__400,M,400,1600,virus,0.9998327493667603,0.034389,0.156687,0.062846,0.072867,0.035263,0.637949
NC_078676.1,NC_078676.1__M__350,M,350,1650,virus,0.9998681545257568,0.025520,0.099516,0.041206,0.046412,0.025170,0.762176
NC_078676.1,NC_078676.1__M__300,M,300,1700,virus,0.9998799562454224,0.034360,0.179008,0.044898,0.048933,0.032494,0.660307
NC_078676.1,NC_078676.1__M__250,M,250,1750,virus,0.999887228012085,0.035739,0.212911,0.044790,0.049752,0.034069,0.622740
NC_078676.1,NC_078676.1__M__200,M,200,1800,virus,0.9998956918716431,0.032764,0.196164,0.039166,0.049379,0.031131,0.651395
NC_078676.1,NC_078676.1__M__150,M,150,1850,virus,0.999901533126831,0.025496,0.102285,0.033358,0.048885,0.025443,0.764534
NC_078676.1,NC_078676.1__M__100,M,100,1900,virus,0.9999204874038696,0.019962,0.056226,0.024587,0.030746,0.022674,0.845805
NC_078676.1,NC_078676.1__M__50,M,50,1950,virus,0.999919056892395,0.016200,0.037296,0.020674,0.023328,0.017226,0.885276
NC_078676.1,NC_078676.1__M__1,M,1,1999,virus,0.999943733215332,0.017744,0.035816,0.020849,0.030044,0.017133,0.878414
NC_078823.1,NC_078823.1__none__0,none,0,2000,virus,0.9322004318237305,0.020078,0.019787,0.018443,0.017482,0.017821,0.906389
NC_078823.1,NC_078823.1__M__500,M,500,1500,virus,0.6765384078025818,0.016295,0.018591,0.023499,0.016384,0.017140,0.908091
NC_078823.1,NC_078823.1__M__450,M,450,1550,virus,0.7305019497871399,0.017499,0.018774,0.022903,0.016816,0.017185,0.906823
NC_078823.1,NC_078823.1__M__400,M,400,1600,virus,0.8010038137435913,0.013650,0.017236,0.019344,0.016493,0.015294,0.917983
NC_078823.1,NC_078823.1__M__350,M,350,1650,virus,0.8444066047668457,0.015677,0.017209,0.019358,0.016723,0.015414,0.915618
NC_078823.1,NC_078823.1__M__300,M,300,1700,virus,0.8869417309761047,0.013170,0.016087,0.019007,0.015917,0.014010,0.921809
NC_078823.1,NC_078823.1__M__250,M,250,1750,virus,0.8688386678695679,0.013777,0.017628,0.019781,0.015793,0.015614,0.917407
NC_078823.1,NC_078823.1__M__200,M,200,1800,virus,0.9039912819862366,0.019796,0.020325,0.020947,0.017715,0.019231,0.901986
NC_078823.1,NC_078823.1__M__150,M,150,1850,virus,0.9279471635818481,0.018957,0.021006,0.021294,0.018058,0.018783,0.901902
NC_078823.1,NC_078823.1__M__100,M,100,1900,virus,0.9278594851493835,0.018152,0.022790,0.021553,0.018411,0.019045,0.900048
NC_078823.1,NC_078823.1__M__50,M,50,1950,virus,0.9363077878952026,0.022677,0.023972,0.021999,0.019337,0.019682,0.892333
NC_078823.1,NC_078823.1__M__1,M,1,1999,virus,0.9320825934410095,0.020078,0.019793,0.018440,0.017480,0.017830,0.906379
NC_078826.1,NC_078826.1__none__0,none,0,2000,virus,0.9988571405410767,0.017440,0.017783,0.032470,0.016376,0.015127,0.900803
NC_078826.1,NC_078826.1__M__500,M,500,1500,virus,0.9995266199111938,0.014823,0.015543,0.021193,0.015116,0.013728,0.919597
NC_078826.1,NC_078826.1__M__450,M,450,1550,virus,0.9993804693222046,0.016167,0.016829,0.026804,0.015727,0.015052,0.909422
NC_078826.1,NC_078826.1__M__400,M,400,1600,virus,0.9992870688438416,0.016918,0.017067,0.030530,0.015686,0.014017,0.905782
NC_078826.1,NC_078826.1__M__350,M,350,1650,virus,0.9993273019790649,0.018677,0.018860,0.037216,0.016746,0.016222,0.892280
NC_078826.1,NC_078826.1__M__300,M,300,1700,virus,0.99949049949646,0.017315,0.018998,0.039276,0.016627,0.015252,0.892532
NC_078826.1,NC_078826.1__M__250,M,250,1750,virus,0.9994359612464905,0.016166,0.017468,0.033613,0.016158,0.014291,0.902304
NC_078826.1,NC_078826.1__M__200,M,200,1800,virus,0.9993835687637329,0.015726,0.017192,0.030081,0.015653,0.013896,0.907452
NC_078826.1,NC_078826.1__M__150,M,150,1850,virus,0.999250590801239,0.015138,0.017620,0.029467,0.015808,0.014156,0.907810
NC_078826.1,NC_078826.1__M__100,M,100,1900,virus,0.9992583394050598,0.017763,0.019594,0.041198,0.017400,0.016606,0.887439
NC_078826.1,NC_078826.1__M__50,M,50,1950,virus,0.9992817044258118,0.018229,0.018878,0.037524,0.016926,0.015437,0.893006
NC_078826.1,NC_078826.1__M__1,M,1,1999,virus,0.9988555908203125,0.017485,0.017807,0.032619,0.016398,0.015145,0.900545
NC_078867.1,NC_078867.1__none__0,none,0,2000,archaea,0.9998979568481445,0.025641,0.109820,0.059934,0.706576,0.031789,0.066240
NC_078867.1,NC_078867.1__M__500,M,500,1500,archaea,0.9998682737350464,0.037732,0.146297,0.217063,0.319112,0.028607,0.251189
NC_078867.1,NC_078867.1__M__450,M,450,1550,virus,0.999849796295166,0.034843,0.121202,0.256259,0.267691,0.026263,0.293741
NC_078867.1,NC_078867.1__M__400,M,400,1600,archaea,0.9998098015785217,0.034273,0.094730,0.314581,0.317494,0.027151,0.211770
NC_078867.1,NC_078867.1__M__350,M,350,1650,virus,0.9997764229774475,0.038401,0.099164,0.170446,0.180168,0.028565,0.483256
NC_078867.1,NC_078867.1__M__300,M,300,1700,virus,0.9998055100440979,0.037356,0.115092,0.192555,0.135636,0.033813,0.485546
NC_078867.1,NC_078867.1__M__250,M,250,1750,virus,0.9997573494911194,0.038274,0.111073,0.193307,0.277586,0.037820,0.341941
NC_078867.1,NC_078867.1__M__200,M,200,1800,virus,0.9997645020484924,0.040986,0.111601,0.185785,0.282350,0.037817,0.341461
