contig_id,pad_len,pred_class,reliability
NC_078639.1,500,bacteria,0.997041
NC_078660.1,0,virus,0.999830
NC_078660.1,100,virus,0.999855
NC_078660.1,200,virus,0.999922
NC_078660.1,500,virus,0.999838
NC_078661.1,0,virus,0.999625
NC_078661.1,100,phage,0.999656
NC_078661.1,200,virus,0.999712
NC_078661.1,500,virus,0.999246
NC_078667.1,0,archaea,0.999962
NC_078667.1,100,archaea,0.999884
NC_078667.1,200,bacteria,0.999930
NC_078667.1,500,bacteria,0.999886
NC_078697.1,0,virus,0.995719
NC_078697.1,100,virus,0.997512
NC_078697.1,200,virus,0.998562
NC_078697.1,500,virus,0.998061
NC_078864.1,0,phage,0.999989
NC_078864.1,100,bacteria,0.999987
NC_078864.1,200,bacteria,0.999993
NC_078864.1,500,bacteria,0.999976
NC_078992.1,0,virus,0.999786
NC_078992.1,100,virus,0.999555
NC_078992.1,200,virus,0.999542
NC_078992.1,500,virus,0.998446
NC_079064.1,0,virus,0.999823
NC_079064.1,100,virus,0.999860
NC_079064.1,200,virus,0.999953
NC_079064.1,500,virus,0.999877
NC_079119.1,0,virus,0.999985
NC_079119.1,100,virus,0.999984
NC_079119.1,200,virus,0.999991
NC_079119.1,500,virus,0.999985
NC_075440.1,0,archaea,0.999798
NC_075440.1,100,bacteria,0.999827
NC_075440.1,200,bacteria,0.999942
NC_075440.1,500,bacteria,0.999910
NC_075445.1,0,virus,0.975633
NC_075445.1,100,virus,0.991073
NC_075445.1,200,virus,0.995291
NC_075445.1,500,virus,0.990783
NC_076000.1,0,virus,0.999573
NC_076000.1,100,virus,0.999795
NC_076000.1,200,virus,0.999837
NC_076000.1,500,virus,0.999403
NC_076289.1,0,virus,0.999057
NC_076289.1,100,virus,0.999536
NC_076289.1,200,virus,0.999778
NC_076289.1,500,virus,0.999773
NC_076338.1,0,virus,0.992271
NC_076338.1,100,virus,0.996237
NC_076338.1,200,virus,0.998257
NC_076338.1,500,virus,0.998071
NC_076572.1,0,phage,0.028082
NC_076572.1,100,bacteria,0.097309
NC_076572.1,200,bacteria,0.219589
NC_076572.1,500,bacteria,0.153021
NC_076575.1,0,eukarya,0.758396
NC_076575.1,100,bacteria,0.972758
NC_076575.1,200,eukarya,0.989784
NC_076575.1,500,bacteria,0.971218
NC_076648.1,0,eukarya,0.993415
NC_076648.1,100,virus,0.995562
NC_076648.1,200,virus,0.998649
NC_076648.1,500,bacteria,0.997749
NC_076669.1,0,eukarya,0.112701
NC_076669.1,100,bacteria,0.358097
NC_076669.1,200,bacteria,0.643472
NC_076669.1,500,bacteria,0.489860
NC_076680.1,0,eukarya,0.489739
NC_076680.1,100,eukarya,0.692151
NC_076680.1,200,eukarya,0.888366
NC_076680.1,500,bacteria,0.919712
NC_076718.1,0,eukarya,0.220401
NC_076718.1,100,bacteria,0.347865
NC_076718.1,200,bacteria,0.874441
NC_076718.1,500,bacteria,0.890174
NC_076723.1,0,eukarya,0.039918
NC_076723.1,100,bacteria,0.287657
NC_076723.1,200,bacteria,0.573898
NC_076723.1,500,bacteria,0.548772
NC_076830.1,0,eukarya,0.991248
NC_076830.1,100,phage,0.994161
NC_076830.1,200,bacteria,0.997720
NC_076830.1,500,bacteria,0.998336
NC_076914.1,0,virus,0.990669
NC_076914.1,100,virus,0.993518
NC_076914.1,200,virus,0.997591
NC_076914.1,500,virus,0.997565
NC_076976.1,0,eukarya,0.990368
NC_076976.1,100,eukarya,0.990635
NC_076976.1,200,eukarya,0.996026
NC_076976.1,500,bacteria,0.996190
NC_077059.1,0,virus,0.999851
NC_077059.1,100,bacteria,0.999858
NC_077059.1,200,bacteria,0.999927
NC_077059.1,500,virus,0.999895
NC_077084.1,0,virus,0.915851
NC_077084.1,100,virus,0.871984
NC_077084.1,200,virus,0.969703
NC_077084.1,500,virus,0.949741
NC_073834.1,0,phage,0.995115
NC_073834.1,100,bacteria,0.994317
NC_073834.1,200,bacteria,0.998148
NC_073834.1,500,bacteria,0.998458
NC_073916.1,0,phage,0.999696
NC_073916.1,100,bacteria,0.999716
NC_073916.1,200,bacteria,0.999909
NC_073916.1,500,bacteria,0.999912
NC_073924.1,0,phage,0.999898
NC_073924.1,100,phage,0.999916
NC_073924.1,200,phage,0.999932
NC_073924.1,500,phage,0.999967
NC_073999.1,0,phage,0.999771
NC_073999.1,100,bacteria,0.999588
NC_073999.1,200,bacteria,0.999889
NC_073999.1,500,bacteria,0.999926
NC_074035.1,0,phage,0.999955
NC_074035.1,100,phage,0.999951
NC_074035.1,200,bacteria,0.999984
NC_074035.1,500,bacteria,0.999983
NC_074050.1,0,plasmid,0.999745
NC_074050.1,100,bacteria,0.999829
NC_074050.1,200,bacteria,0.999917
NC_074050.1,500,bacteria,0.999949
NC_074090.1,0,phage,0.999966
NC_074090.1,100,phage,0.999938
NC_074090.1,200,phage,0.999984
NC_074090.1,500,phage,0.999989
NC_074332.1,0,phage,0.999694
NC_074332.1,100,phage,0.999586
NC_074332.1,200,phage,0.999838
NC_074332.1,500,phage,0.999826
NC_074355.1,0,phage,0.999127
NC_074355.1,100,phage,0.999494
NC_074355.1,200,bacteria,0.999803
NC_074355.1,500,bacteria,0.999855
NC_074359.1,0,phage,0.971291
NC_074359.1,100,phage,0.987197
NC_074359.1,200,phage,0.996381
NC_074359.1,500,phage,0.995722
NC_074402.1,0,phage,0.996799
NC_074402.1,100,phage,0.997743
NC_074402.1,200,plasmid,0.998284
NC_074402.1,500,plasmid,0.998423
NC_074445.1,0,virus,0.872370
NC_074445.1,100,bacteria,0.951896
NC_074445.1,200,bacteria,0.985592
NC_074445.1,500,bacteria,0.980538
NC_074506.1,0,phage,0.999083
NC_074506.1,100,bacteria,0.998938
NC_074506.1,200,bacteria,0.999748
NC_074506.1,500,bacteria,0.999753
NC_074586.1,0,phage,0.989201
NC_074586.1,100,phage,0.997157
NC_074586.1,200,bacteria,0.998834
NC_074586.1,500,bacteria,0.998919
NC_074590.1,0,phage,0.984877
NC_074590.1,100,phage,0.996034
NC_074590.1,200,phage,0.997441
NC_074590.1,500,bacteria,0.997896
NC_055144.1,0,phage,0.993218
NC_055144.1,100,bacteria,0.996506
NC_055144.1,200,bacteria,0.999188
NC_055144.1,500,bacteria,0.999418
NC_055299.1,0,eukarya,0.998509
NC_055299.1,100,bacteria,0.999293
NC_055299.1,200,bacteria,0.999666
NC_055299.1,500,bacteria,0.999336
NC_055306.1,0,virus,0.999349
NC_055306.1,100,virus,0.999476
NC_055306.1,200,virus,0.999606
NC_055306.1,500,virus,0.998937
NC_055346.1,0,virus,0.995427
NC_055346.1,100,virus,0.998293
NC_055346.1,200,virus,0.999219
NC_055346.1,500,virus,0.998776
NC_055415.1,0,virus,0.998117
NC_055415.1,100,virus,0.999492
NC_055415.1,200,virus,0.999732
NC_055415.1,500,virus,0.999084
NC_055481.1,0,virus,0.985751
NC_055481.1,100,bacteria,0.998905
NC_055481.1,200,bacteria,0.999591
NC_055481.1,500,bacteria,0.999331
NC_055545.1,0,virus,0.998222
NC_055545.1,100,virus,0.998111
NC_055545.1,200,virus,0.999063
NC_055545.1,500,virus,0.999065
NC_055626.1,0,virus,0.999687
NC_055626.1,100,virus,0.999765
NC_055626.1,200,virus,0.999797
NC_055626.1,500,virus,0.999805
NC_055056.1,0,phage,0.999904
NC_055056.1,100,bacteria,0.999885
NC_055056.1,200,bacteria,0.999957
NC_055056.1,500,bacteria,0.999971
NC_043102.1,0,phage,0.999996
NC_043102.1,100,phage,0.999995
NC_043102.1,200,bacteria,0.999996
NC_043102.1,500,bacteria,0.999997
NC_043149.1,0,virus,0.999941
NC_043149.1,100,bacteria,0.999910
NC_043149.1,200,bacteria,0.999950
NC_043149.1,500,bacteria,0.999935
NC_043159.1,0,eukarya,0.999815
NC_043159.1,100,phage,0.999783
NC_043159.1,200,eukarya,0.999926
NC_043159.1,500,virus,0.999863
NC_043171.1,0,virus,0.999939
NC_043171.1,100,phage,0.999854
NC_043171.1,200,bacteria,0.999964
NC_043171.1,500,bacteria,0.999964
NC_043195.1,0,virus,0.996258
NC_043195.1,100,virus,0.994303
NC_043195.1,200,virus,0.998086
NC_043195.1,500,virus,0.998765
NC_043577.1,0,virus,0.999763
NC_043577.1,100,bacteria,0.999581
NC_043577.1,200,bacteria,0.999812
NC_043577.1,500,bacteria,0.999669
NC_043603.1,0,archaea,0.998761
NC_043603.1,100,archaea,0.998057
NC_043603.1,200,archaea,0.999434
NC_043603.1,500,bacteria,0.999073
NC_040398.1,0,virus,0.996101
NC_040398.1,100,virus,0.997467
NC_040398.1,200,virus,0.999003
NC_040398.1,500,virus,0.999106
NC_040501.1,0,phage,0.999933
NC_040501.1,100,phage,0.999893
NC_040501.1,200,bacteria,0.999967
NC_040501.1,500,bacteria,0.999953
NC_040504.1,0,virus,0.999811
NC_040504.1,100,bacteria,0.999662
NC_040504.1,200,bacteria,0.999862
NC_040504.1,500,virus,0.999906
NC_040515.1,0,virus,0.998224
NC_040515.1,100,virus,0.997729
NC_040515.1,200,virus,0.999197
NC_040515.1,500,virus,0.999380
NC_040543.1,0,eukarya,0.919153
NC_040543.1,100,virus,0.944774
NC_040543.1,200,virus,0.974459
NC_040543.1,500,bacteria,0.961762
NC_040674.1,0,virus,0.996360
NC_040674.1,100,virus,0.997530
NC_040674.1,200,virus,0.999294
NC_040674.1,500,virus,0.999248
NC_040775.1,0,virus,0.997040
NC_040775.1,100,archaea,0.996334
NC_040775.1,200,virus,0.998459
NC_040775.1,500,archaea,0.998786
NC_038257.1,0,archaea,0.999946
NC_038257.1,100,bacteria,0.999929
NC_038257.1,200,bacteria,0.999955
NC_038257.1,500,bacteria,0.999922
NC_038271.1,0,virus,0.991413
NC_038271.1,100,virus,0.991029
NC_038271.1,200,virus,0.996595
NC_038271.1,500,virus,0.995033
NC_038283.1,0,virus,0.999007
NC_038283.1,100,archaea,0.998264
NC_038283.1,200,archaea,0.999256
NC_038283.1,500,archaea,0.997437
NC_038291.1,0,virus,0.986433
NC_038291.1,100,virus,0.994998
NC_038291.1,200,virus,0.996595
NC_038291.1,500,virus,0.997051
NC_038305.1,0,bacteria,0.037649
NC_038305.1,100,bacteria,0.209289
NC_038305.1,200,bacteria,0.367760
NC_038305.1,500,bacteria,0.333541
NC_038313.1,0,virus,0.994673
NC_038313.1,100,virus,0.994524
NC_038313.1,200,virus,0.996942
NC_038313.1,500,virus,0.997030
NC_038321.1,0,eukarya,0.817609
NC_038321.1,100,bacteria,0.931300
NC_038321.1,200,eukarya,0.976630
NC_038321.1,500,bacteria,0.980088
NC_038383.1,0,virus,0.990101
NC_038383.1,100,virus,0.988991
NC_038383.1,200,virus,0.990939
NC_038383.1,500,virus,0.983040
NC_038512.1,0,virus,0.984455
NC_038512.1,100,virus,0.982939
NC_038512.1,200,virus,0.994801
NC_038512.1,500,virus,0.992172
NC_038530.1,0,virus,0.991623
NC_038530.1,100,virus,0.996776
NC_038530.1,200,virus,0.998994
NC_038530.1,500,virus,0.997958
NC_038611.1,0,virus,0.999030
NC_038611.1,100,bacteria,0.998600
NC_038611.1,200,bacteria,0.999238
NC_038611.1,500,virus,0.999622
NC_038741.1,0,archaea,0.999914
NC_038741.1,100,archaea,0.999924
NC_038741.1,200,archaea,0.999961
NC_038741.1,500,bacteria,0.999940
NC_038757.1,0,eukarya,0.998409
NC_038757.1,100,eukarya,0.998848
NC_038757.1,200,eukarya,0.999741
NC_038757.1,500,eukarya,0.999266
NC_038781.1,0,eukarya,0.999889
NC_038781.1,100,phage,0.999835
NC_038781.1,200,bacteria,0.999875
NC_038781.1,500,bacteria,0.999921
NC_038825.1,0,virus,0.999884
NC_038825.1,100,virus,0.999865
NC_038825.1,200,virus,0.999931
NC_038825.1,500,virus,0.999909
NC_038841.1,0,virus,0.999956
NC_038841.1,100,virus,0.999916
NC_038841.1,200,virus,0.999970
NC_038841.1,500,virus,0.999949
NC_038922.1,0,virus,0.975249
NC_038922.1,100,virus,0.989409
NC_038922.1,200,virus,0.995432
NC_038922.1,500,virus,0.997255
NC_038929.1,0,eukarya,0.999145
NC_038929.1,100,bacteria,0.999291
NC_038929.1,200,bacteria,0.999689
NC_038929.1,500,bacteria,0.999704
NC_038966.1,0,virus,0.997746
NC_038966.1,100,virus,0.997182
NC_038966.1,200,virus,0.999125
NC_038966.1,500,virus,0.999100
NC_035936.1,0,eukarya,0.999528
NC_035936.1,100,bacteria,0.999637
NC_035936.1,200,bacteria,0.999881
NC_035936.1,500,bacteria,0.999867
NC_035889.1,0,virus,0.999317
NC_035889.1,100,virus,0.999391
NC_035889.1,200,virus,0.999582
NC_035889.1,500,virus,0.999459
NC_035187.1,0,virus,0.999138
NC_035187.1,100,virus,0.998905
NC_035187.1,200,virus,0.999603
NC_035187.1,500,virus,0.999423
NC_035220.1,0,eukarya,0.992886
NC_035220.1,100,eukarya,0.994570
NC_035220.1,200,eukarya,0.998251
NC_035220.1,500,virus,0.998988
NC_034617.1,0,virus,0.994405
NC_034617.1,100,virus,0.993838
NC_034617.1,200,virus,0.998064
NC_034617.1,500,virus,0.996403
NC_034569.1,0,virus,0.997682
NC_034569.1,100,virus,0.999016
NC_034569.1,200,virus,0.999577
NC_034569.1,500,virus,0.999777
NC_034521.1,0,virus,0.999910
NC_034521.1,100,virus,0.999945
NC_034521.1,200,virus,0.999961
NC_034521.1,500,virus,0.999936
NC_034524.1,0,virus,0.999702
NC_034524.1,100,virus,0.999648
NC_034524.1,200,virus,0.999843
NC_034524.1,500,virus,0.999793
NC_034394.1,0,virus,0.996430
NC_034394.1,100,virus,0.998691
NC_034394.1,200,virus,0.999472
NC_034394.1,500,virus,0.999035
NC_033760.1,0,archaea,0.995647
NC_033760.1,100,archaea,0.998907
NC_033760.1,200,archaea,0.999045
NC_033760.1,500,archaea,0.998839
NC_033468.1,0,bacteria,0.999956
NC_033468.1,100,bacteria,0.999977
NC_033468.1,200,bacteria,0.999985
NC_033468.1,500,bacteria,0.999987
NC_033443.1,0,virus,0.991818
NC_033443.1,100,virus,0.995794
NC_033443.1,200,virus,0.998653
NC_033443.1,500,virus,0.998493
NC_032760.1,0,eukarya,0.999329
NC_032760.1,100,eukarya,0.999490
NC_032760.1,200,eukarya,0.999756
NC_032760.1,500,virus,0.999757
NC_032767.1,0,virus,0.999979
NC_032767.1,100,virus,0.999957
NC_032767.1,200,virus,0.999988
NC_032767.1,500,virus,0.999986
NC_032803.1,0,eukarya,0.664817
NC_032803.1,100,eukarya,0.718266
NC_032803.1,200,eukarya,0.915324
NC_032803.1,500,bacteria,0.885842
NC_032809.1,0,virus,0.942422
NC_032809.1,100,virus,0.963674
NC_032809.1,200,virus,0.985083
NC_032809.1,500,virus,0.982748
NC_032823.1,0,virus,0.998847
NC_032823.1,100,phage,0.999203
NC_032823.1,200,bacteria,0.999683
NC_032823.1,500,bacteria,0.999703
NC_032856.1,0,virus,0.996929
NC_032856.1,100,virus,0.997830
NC_032856.1,200,bacteria,0.999315
NC_032856.1,500,bacteria,0.999278
NC_032860.1,0,phage,0.986026
NC_032860.1,100,virus,0.992193
NC_032860.1,200,virus,0.996530
NC_032860.1,500,virus,0.996665
NC_032880.1,0,virus,0.998077
NC_032880.1,100,bacteria,0.998715
NC_032880.1,200,bacteria,0.999509
NC_032880.1,500,bacteria,0.999295
NC_032937.1,0,bacteria,0.999970
NC_032937.1,100,bacteria,0.999925
NC_032937.1,200,bacteria,0.999974
NC_032937.1,500,bacteria,0.999983
NC_033182.1,0,eukarya,0.991919
NC_033182.1,100,bacteria,0.997980
NC_033182.1,200,bacteria,0.998995
NC_033182.1,500,bacteria,0.998871
NC_033253.1,0,virus,0.706717
NC_033253.1,100,bacteria,0.620837
NC_033253.1,200,bacteria,0.818471
NC_033253.1,500,bacteria,0.891323
NC_032569.1,0,virus,0.997780
NC_032569.1,100,virus,0.998770
NC_032569.1,200,virus,0.999602
NC_032569.1,500,virus,0.999672
NC_032581.1,0,eukarya,0.999543
NC_032581.1,100,virus,0.999629
NC_032581.1,200,virus,0.999894
NC_032581.1,500,bacteria,0.999801
NC_032403.1,0,phage,0.999450
NC_032403.1,100,phage,0.999521
NC_032403.1,200,bacteria,0.999833
NC_032403.1,500,bacteria,0.999889
NC_032405.1,0,eukarya,0.889035
NC_032405.1,100,eukarya,0.975156
NC_032405.1,200,virus,0.993588
NC_032405.1,500,virus,0.993044
NC_032407.1,0,virus,0.998606
NC_032407.1,100,virus,0.998838
NC_032407.1,200,virus,0.999346
NC_032407.1,500,virus,0.999398
NC_032417.1,0,eukarya,0.998683
NC_032417.1,100,eukarya,0.998366
NC_032417.1,200,eukarya,0.999539
NC_032417.1,500,eukarya,0.997920
NC_032496.1,0,virus,0.999973
NC_032496.1,100,virus,0.999978
NC_032496.1,200,virus,0.999983
NC_032496.1,500,virus,0.999967
NC_032218.1,0,eukarya,0.942938
NC_032218.1,100,bacteria,0.957618
NC_032218.1,200,bacteria,0.992541
NC_032218.1,500,bacteria,0.983581
NC_032154.1,0,virus,0.999916
NC_032154.1,100,bacteria,0.999926
NC_032154.1,200,bacteria,0.999960
NC_032154.1,500,bacteria,0.999959
NC_032162.1,0,phage,0.999890
NC_032162.1,100,phage,0.999899
NC_032162.1,200,bacteria,0.999936
NC_032162.1,500,virus,0.999902
NC_032087.1,0,eukarya,0.892412
NC_032087.1,100,eukarya,0.710045
NC_032087.1,200,eukarya,0.929429
NC_032087.1,500,virus,0.965754
NC_031947.1,0,virus,0.988997
NC_031947.1,100,virus,0.972255
NC_031947.1,200,virus,0.990767
NC_031947.1,500,virus,0.993836
NC_031750.1,0,bacteria,0.998908
NC_031750.1,100,bacteria,0.999449
NC_031750.1,200,bacteria,0.999714
NC_031750.1,500,bacteria,0.999176
NC_031311.1,0,archaea,0.999964
NC_031311.1,100,phage,0.999966
NC_031311.1,200,phage,0.999985
NC_031311.1,500,phage,0.999979
NC_031083.1,0,archaea,0.995548
NC_031083.1,100,archaea,0.996504
NC_031083.1,200,archaea,0.998581
NC_031083.1,500,virus,0.998968
NC_030888.1,0,virus,0.999916
NC_030888.1,100,bacteria,0.999865
NC_030888.1,200,virus,0.999954
NC_030888.1,500,bacteria,0.999955
NC_030877.1,0,virus,0.999967
NC_030877.1,100,virus,0.999913
NC_030877.1,200,virus,0.999954
NC_030877.1,500,virus,0.999940
NC_030446.1,0,virus,0.828717
NC_030446.1,100,virus,0.939605
NC_030446.1,200,virus,0.980820
NC_030446.1,500,virus,0.967986
NC_030405.1,0,virus,0.999232
NC_030405.1,100,bacteria,0.999304
NC_030405.1,200,bacteria,0.999720
NC_030405.1,500,bacteria,0.999764
NC_030152.1,0,virus,0.999675
NC_030152.1,100,virus,0.999457
NC_030152.1,200,virus,0.999736
NC_030152.1,500,virus,0.999859
NC_029935.1,0,virus,0.999261
NC_029935.1,100,virus,0.999527
NC_029935.1,200,virus,0.999760
NC_029935.1,500,virus,0.999389
NC_029307.1,0,virus,0.999935
NC_029307.1,100,virus,0.999915
NC_029307.1,200,virus,0.999959
NC_029307.1,500,virus,0.999968
NC_029312.1,0,virus,0.994768
NC_029312.1,100,virus,0.991594
NC_029312.1,200,virus,0.995090
NC_029312.1,500,virus,0.996750
NC_029127.1,0,phage,0.999957
NC_029127.1,100,phage,0.999973
NC_029127.1,200,virus,0.999972
NC_029127.1,500,virus,0.999930
NC_028472.1,0,eukarya,0.763472
NC_028472.1,100,bacteria,0.951581
NC_028472.1,200,bacteria,0.989769
NC_028472.1,500,bacteria,0.978063
NC_027930.1,0,eukarya,0.995883
NC_027930.1,100,eukarya,0.998081
NC_027930.1,200,eukarya,0.999405
NC_027930.1,500,bacteria,0.999088
NC_027539.1,0,phage,0.999365
NC_027539.1,100,bacteria,0.999602
NC_027539.1,200,bacteria,0.999850
NC_027539.1,500,bacteria,0.999886
NC_027543.1,0,eukarya,0.999471
NC_027543.1,100,virus,0.999485
NC_027543.1,200,bacteria,0.999750
NC_027543.1,500,bacteria,0.999786
NC_026281.1,0,phage,0.999783
NC_026281.1,100,bacteria,0.999769
NC_026281.1,200,bacteria,0.999910
NC_026281.1,500,bacteria,0.999859
NC_026136.1,0,eukarya,0.989399
NC_026136.1,100,eukarya,0.996007
NC_026136.1,200,eukarya,0.998361
NC_026136.1,500,virus,0.998464
NC_025405.1,0,eukarya,0.999767
NC_025405.1,100,bacteria,0.999820
NC_025405.1,200,virus,0.999856
NC_025405.1,500,virus,0.999727
NC_025410.1,0,virus,0.998745
NC_025410.1,100,virus,0.999216
NC_025410.1,200,virus,0.999405
NC_025410.1,500,virus,0.998239
NC_025355.1,0,archaea,0.999934
NC_025355.1,100,archaea,0.999954
NC_025355.1,200,virus,0.999969
NC_025355.1,500,bacteria,0.999964
NC_024449.1,0,virus,0.996266
NC_024449.1,100,bacteria,0.998681
NC_024449.1,200,bacteria,0.999439
NC_024449.1,500,bacteria,0.998981
NC_024113.1,0,virus,0.998726
NC_024113.1,100,virus,0.999711
NC_024113.1,200,virus,0.999858
NC_024113.1,500,virus,0.999766
NC_024076.1,0,phage,0.999373
NC_024076.1,100,bacteria,0.999509
NC_024076.1,200,bacteria,0.999783
NC_024076.1,500,bacteria,0.999413
NC_023483.1,0,virus,0.977807
NC_023483.1,100,virus,0.975480
NC_023483.1,200,virus,0.989604
NC_023483.1,500,virus,0.986237
NC_023491.1,0,eukarya,0.999358
NC_023491.1,100,virus,0.999596
NC_023491.1,200,eukarya,0.999813
NC_023491.1,500,virus,0.999689
NC_022895.1,0,archaea,0.998240
NC_022895.1,100,virus,0.998523
NC_022895.1,200,bacteria,0.999338
NC_022895.1,500,bacteria,0.999428
NC_022896.1,0,eukarya,0.339846
NC_022896.1,100,eukarya,0.352773
NC_022896.1,200,eukarya,0.690597
NC_022896.1,500,bacteria,0.737441
NC_022624.1,0,virus,0.999918
NC_022624.1,100,phage,0.999943
NC_022624.1,200,virus,0.999972
NC_022624.1,500,virus,0.999958
NC_022595.1,0,bacteria,0.999926
NC_022595.1,100,bacteria,0.999937
NC_022595.1,200,bacteria,0.999967
NC_022595.1,500,bacteria,0.999943
NC_021543.1,0,phage,0.999566
NC_021543.1,100,phage,0.999106
NC_021543.1,200,bacteria,0.999597
NC_021543.1,500,bacteria,0.999446
NC_021197.1,0,virus,0.998254
NC_021197.1,100,virus,0.998479
NC_021197.1,200,virus,0.999525
NC_021197.1,500,virus,0.999372
NC_020806.1,0,phage,0.999200
NC_020806.1,100,virus,0.999318
NC_020806.1,200,virus,0.999744
NC_020806.1,500,virus,0.999565
NC_019412.1,0,phage,0.999436
NC_019412.1,100,bacteria,0.999159
NC_019412.1,200,bacteria,0.999732
NC_019412.1,500,bacteria,0.999613
NC_019025.1,0,virus,0.983229
NC_019025.1,100,virus,0.998003
NC_019025.1,200,virus,0.998180
NC_019025.1,500,virus,0.995890
NC_018175.1,0,eukarya,0.999629
NC_018175.1,100,virus,0.999543
NC_018175.1,200,virus,0.999813
NC_018175.1,500,bacteria,0.999799
NC_018105.1,0,phage,0.997675
NC_018105.1,100,phage,0.998852
NC_018105.1,200,bacteria,0.999621
NC_018105.1,500,bacteria,0.999782
NC_016033.1,0,eukarya,0.998445
NC_016033.1,100,bacteria,0.999242
NC_016033.1,200,virus,0.999386
NC_016033.1,500,virus,0.999355
NC_015451.1,0,virus,0.990247
NC_015451.1,100,virus,0.997736
NC_015451.1,200,virus,0.998087
NC_015451.1,500,virus,0.991220
NC_015328.1,0,virus,0.999993
NC_015328.1,100,virus,0.999987
NC_015328.1,200,virus,0.999995
NC_015328.1,500,bacteria,0.999992
NC_014714.1,0,eukarya,0.999519
NC_014714.1,100,virus,0.999389
NC_014714.1,200,virus,0.999683
NC_014714.1,500,virus,0.999702
NC_014413.1,0,eukarya,0.976990
NC_014413.1,100,virus,0.992881
NC_014413.1,200,virus,0.995746
NC_014413.1,500,virus,0.995018
NC_014396.1,0,virus,0.984678
NC_014396.1,100,virus,0.991718
NC_014396.1,200,virus,0.994483
NC_014396.1,500,virus,0.990914
NC_014359.1,0,eukarya,0.897510
NC_014359.1,100,virus,0.971226
NC_014359.1,200,virus,0.981342
NC_014359.1,500,virus,0.970223
NC_014239.1,0,virus,0.999803
NC_014239.1,100,virus,0.999590
NC_014239.1,200,virus,0.999800
NC_014239.1,500,virus,0.999765
NC_012936.1,0,virus,0.999306
NC_012936.1,100,bacteria,0.999282
NC_012936.1,200,bacteria,0.999459
NC_012936.1,500,virus,0.999775
NC_011592.1,0,eukarya,0.963393
NC_011592.1,100,bacteria,0.993808
NC_011592.1,200,bacteria,0.997242
NC_011592.1,500,bacteria,0.995574
NC_011525.1,0,virus,0.999599
NC_011525.1,100,virus,0.999290
NC_011525.1,200,virus,0.999507
NC_011525.1,500,virus,0.999232
NC_010758.1,0,virus,0.991023
NC_010758.1,100,virus,0.996961
NC_010758.1,200,virus,0.997054
NC_010758.1,500,virus,0.987423
NC_010732.1,0,virus,0.998898
NC_010732.1,100,bacteria,0.998860
NC_010732.1,200,bacteria,0.999404
NC_010732.1,500,bacteria,0.999391
NC_010669.1,0,virus,0.999977
NC_010669.1,100,bacteria,0.999934
NC_010669.1,200,bacteria,0.999971
NC_010669.1,500,bacteria,0.999955
NC_008182.1,0,eukarya,0.999979
NC_008182.1,100,virus,0.999967
NC_008182.1,200,virus,0.999980
NC_008182.1,500,virus,0.999980
NC_007670.1,0,virus,0.999968
NC_007670.1,100,bacteria,0.999865
NC_007670.1,200,bacteria,0.999962
NC_007670.1,500,bacteria,0.999951
NC_007159.1,0,phage,0.999622
NC_007159.1,100,virus,0.999261
NC_007159.1,200,bacteria,0.999579
NC_007159.1,500,bacteria,0.999544
NC_006550.1,0,virus,0.999943
