contig_id,pad_len,pred_class,reliability
NC_078697.1,0,virus,0.996101
NC_078697.1,100,virus,0.995857
NC_078697.1,200,virus,0.995768
NC_078697.1,500,virus,0.995909
NC_078864.1,0,phage,0.999991
NC_078864.1,100,phage,0.999991
NC_078864.1,200,phage,0.999991
NC_078864.1,500,phage,0.999991
NC_078992.1,0,virus,0.999799
NC_078992.1,100,virus,0.999884
NC_078992.1,200,virus,0.999799
NC_078992.1,500,virus,0.999790
NC_079064.1,0,virus,0.999788
NC_079064.1,100,virus,0.999760
NC_079064.1,200,virus,0.999783
NC_079064.1,500,virus,0.999787
NC_079119.1,0,virus,0.999983
NC_079119.1,100,virus,0.999985
NC_079119.1,200,virus,0.999984
NC_079119.1,500,virus,0.999983
NC_075440.1,0,archaea,0.999767
NC_075440.1,100,archaea,0.999671
NC_075440.1,200,archaea,0.999717
NC_075440.1,500,archaea,0.999672
NC_075445.1,0,virus,0.980116
NC_075445.1,100,virus,0.983593
NC_075445.1,200,virus,0.979971
NC_075445.1,500,virus,0.980983
NC_076000.1,0,virus,0.999664
NC_076000.1,100,virus,0.999700
NC_076000.1,200,virus,0.999736
NC_076000.1,500,virus,0.999741
NC_076289.1,0,virus,0.999210
NC_076289.1,100,virus,0.999176
NC_076289.1,200,virus,0.999177
NC_076289.1,500,virus,0.999342
NC_076338.1,0,virus,0.993586
NC_076338.1,100,virus,0.992629
NC_076338.1,200,virus,0.993602
NC_076338.1,500,virus,0.994138
NC_076572.1,0,phage,0.060269
NC_076572.1,100,phage,0.081193
NC_076572.1,200,phage,0.042553
NC_076572.1,500,bacteria,0.058503
NC_076575.1,0,eukarya,0.822126
NC_076575.1,100,eukarya,0.853393
NC_076575.1,200,eukarya,0.790626
NC_076575.1,500,eukarya,0.751018
NC_076648.1,0,eukarya,0.994394
NC_076648.1,100,eukarya,0.993746
NC_076648.1,200,eukarya,0.995714
NC_076648.1,500,eukarya,0.995849
NC_076669.1,0,eukarya,0.176054
NC_076669.1,100,eukarya,0.225710
NC_076669.1,200,eukarya,0.222120
NC_076669.1,500,eukarya,0.195539
NC_076680.1,0,eukarya,0.534781
NC_076680.1,100,eukarya,0.547479
NC_076680.1,200,eukarya,0.528820
NC_076680.1,500,eukarya,0.450196
NC_076718.1,0,eukarya,0.286075
NC_076718.1,100,eukarya,0.195464
NC_076718.1,200,eukarya,0.364522
NC_076718.1,500,eukarya,0.346165
NC_076723.1,0,eukarya,0.040375
NC_076723.1,100,eukarya,0.043379
NC_076723.1,200,eukarya,0.045414
NC_076723.1,500,eukarya,0.039135
NC_076830.1,0,eukarya,0.992232
NC_076830.1,100,eukarya,0.993393
NC_076830.1,200,eukarya,0.992243
NC_076830.1,500,eukarya,0.994595
NC_076914.1,0,virus,0.991363
NC_076914.1,100,virus,0.985184
NC_076914.1,200,virus,0.991804
NC_076914.1,500,virus,0.994371
NC_076976.1,0,eukarya,0.989636
NC_076976.1,100,eukarya,0.990215
NC_076976.1,200,eukarya,0.991963
NC_076976.1,500,eukarya,0.993248
NC_077059.1,0,virus,0.999857
NC_077059.1,100,virus,0.999846
NC_077059.1,200,virus,0.999839
NC_077059.1,500,virus,0.999806
NC_077084.1,0,virus,0.932148
NC_077084.1,100,virus,0.937829
NC_077084.1,200,virus,0.958153
NC_077084.1,500,virus,0.959942
NC_073834.1,0,phage,0.995993
NC_073834.1,100,phage,0.997458
NC_073834.1,200,phage,0.995506
NC_073834.1,500,phage,0.995765
NC_073916.1,0,phage,0.999738
NC_073916.1,100,phage,0.999755
NC_073916.1,200,phage,0.999760
NC_073916.1,500,phage,0.999750
NC_073924.1,0,phage,0.999883
NC_073924.1,100,phage,0.999933
NC_073924.1,200,phage,0.999858
NC_073924.1,500,phage,0.999880
NC_073999.1,0,phage,0.999821
NC_073999.1,100,phage,0.999781
NC_073999.1,200,phage,0.999804
NC_073999.1,500,phage,0.999784
NC_074035.1,0,phage,0.999965
NC_074035.1,100,phage,0.999975
NC_074035.1,200,phage,0.999968
NC_074035.1,500,phage,0.999968
NC_074050.1,0,plasmid,0.999772
NC_074050.1,100,plasmid,0.999783
NC_074050.1,200,plasmid,0.999789
NC_074050.1,500,plasmid,0.999783
NC_074090.1,0,phage,0.999975
NC_074090.1,100,phage,0.999965
NC_074090.1,200,phage,0.999962
NC_074090.1,500,phage,0.999959
NC_074332.1,0,phage,0.999775
NC_074332.1,100,phage,0.999765
NC_074332.1,200,phage,0.999820
NC_074332.1,500,phage,0.999826
NC_074355.1,0,phage,0.999347
NC_074355.1,100,phage,0.999414
NC_074355.1,200,phage,0.999592
NC_074355.1,500,phage,0.999571
NC_074359.1,0,phage,0.972506
NC_074359.1,100,phage,0.976159
NC_074359.1,200,phage,0.968847
NC_074359.1,500,phage,0.967582
NC_074402.1,0,phage,0.997225
NC_074402.1,100,phage,0.998607
NC_074402.1,200,phage,0.996831
NC_074402.1,500,phage,0.996370
NC_074445.1,0,virus,0.896076
NC_074445.1,100,bacteria,0.882985
NC_074445.1,200,bacteria,0.901291
NC_074445.1,500,phage,0.877214
NC_074506.1,0,phage,0.999052
NC_074506.1,100,phage,0.998071
NC_074506.1,200,phage,0.999190
NC_074506.1,500,phage,0.999298
NC_074586.1,0,phage,0.992377
NC_074586.1,100,phage,0.995378
NC_074586.1,200,phage,0.994340
NC_074586.1,500,phage,0.991680
NC_074590.1,0,phage,0.986070
NC_074590.1,100,phage,0.989259
NC_074590.1,200,phage,0.984869
NC_074590.1,500,phage,0.987973
NC_055144.1,0,phage,0.991628
NC_055144.1,100,phage,0.989970
NC_055144.1,200,phage,0.994267
NC_055144.1,500,phage,0.995244
NC_055299.1,0,eukarya,0.998562
NC_055299.1,100,eukarya,0.998240
NC_055299.1,200,virus,0.998372
NC_055299.1,500,virus,0.998800
NC_055306.1,0,virus,0.999339
NC_055306.1,100,virus,0.999504
NC_055306.1,200,virus,0.999467
NC_055306.1,500,virus,0.999453
NC_055346.1,0,virus,0.996320
NC_055346.1,100,virus,0.996416
NC_055346.1,200,virus,0.996254
NC_055346.1,500,virus,0.995530
NC_055415.1,0,virus,0.998424
NC_055415.1,100,virus,0.998503
NC_055415.1,200,eukarya,0.998591
NC_055415.1,500,eukarya,0.998643
NC_055481.1,0,virus,0.984807
NC_055481.1,100,virus,0.982795
NC_055481.1,200,virus,0.982853
NC_055481.1,500,virus,0.983057
NC_055545.1,0,virus,0.998592
NC_055545.1,100,virus,0.998926
NC_055545.1,200,virus,0.998701
NC_055545.1,500,virus,0.999039
NC_055626.1,0,virus,0.999654
NC_055626.1,100,virus,0.999781
NC_055626.1,200,virus,0.999613
NC_055626.1,500,virus,0.999516
NC_055056.1,0,phage,0.999920
NC_055056.1,100,phage,0.999933
NC_055056.1,200,phage,0.999916
NC_055056.1,500,phage,0.999915
NC_043102.1,0,phage,0.999996
NC_043102.1,100,phage,0.999997
NC_043102.1,200,phage,0.999995
NC_043102.1,500,phage,0.999996
NC_043149.1,0,virus,0.999944
NC_043149.1,100,virus,0.999930
NC_043149.1,200,virus,0.999930
NC_043149.1,500,virus,0.999934
NC_043159.1,0,eukarya,0.999829
NC_043159.1,100,phage,0.999821
NC_043159.1,200,eukarya,0.999831
NC_043159.1,500,eukarya,0.999858
NC_043171.1,0,virus,0.999947
NC_043171.1,100,virus,0.999938
NC_043171.1,200,virus,0.999946
NC_043171.1,500,virus,0.999943
NC_043195.1,0,virus,0.996334
NC_043195.1,100,virus,0.996618
NC_043195.1,200,virus,0.996567
NC_043195.1,500,virus,0.997076
NC_043577.1,0,virus,0.999764
NC_043577.1,100,virus,0.999748
NC_043577.1,200,bacteria,0.999810
NC_043577.1,500,virus,0.999793
NC_043603.1,0,archaea,0.999115
NC_043603.1,100,archaea,0.999258
NC_043603.1,200,archaea,0.999419
NC_043603.1,500,archaea,0.999466
NC_040398.1,0,virus,0.996575
NC_040398.1,100,virus,0.996582
NC_040398.1,200,virus,0.996316
NC_040398.1,500,virus,0.996173
NC_040501.1,0,phage,0.999940
NC_040501.1,100,phage,0.999943
NC_040501.1,200,phage,0.999952
NC_040501.1,500,phage,0.999942
NC_040504.1,0,virus,0.999851
NC_040504.1,100,virus,0.999833
NC_040504.1,200,virus,0.999811
NC_040504.1,500,virus,0.999797
NC_040515.1,0,virus,0.998529
NC_040515.1,100,virus,0.998549
NC_040515.1,200,virus,0.998594
NC_040515.1,500,virus,0.998809
NC_040543.1,0,eukarya,0.949267
NC_040543.1,100,eukarya,0.955117
NC_040543.1,200,eukarya,0.949863
NC_040543.1,500,eukarya,0.937595
NC_040674.1,0,virus,0.996492
NC_040674.1,100,virus,0.994253
NC_040674.1,200,virus,0.996706
NC_040674.1,500,virus,0.996480
NC_040775.1,0,virus,0.996889
NC_040775.1,100,virus,0.996934
NC_040775.1,200,virus,0.995861
NC_040775.1,500,virus,0.994901
NC_038257.1,0,archaea,0.999954
NC_038257.1,100,archaea,0.999967
NC_038257.1,200,archaea,0.999955
NC_038257.1,500,archaea,0.999959
NC_038271.1,0,virus,0.992803
NC_038271.1,100,virus,0.992188
NC_038271.1,200,virus,0.993164
NC_038271.1,500,virus,0.987719
NC_038283.1,0,virus,0.999023
NC_038283.1,100,virus,0.998835
NC_038283.1,200,virus,0.998776
NC_038283.1,500,virus,0.998688
NC_038291.1,0,virus,0.990239
NC_038291.1,100,virus,0.992428
NC_038291.1,200,virus,0.988027
NC_038291.1,500,virus,0.986880
NC_038305.1,0,bacteria,0.033927
NC_038305.1,100,phage,0.031191
NC_038305.1,200,bacteria,0.039448
NC_038305.1,500,bacteria,0.035573
NC_038313.1,0,virus,0.996208
NC_038313.1,100,virus,0.997595
NC_038313.1,200,virus,0.996418
NC_038313.1,500,virus,0.996024
NC_038321.1,0,eukarya,0.862320
NC_038321.1,100,eukarya,0.901104
NC_038321.1,200,eukarya,0.831787
NC_038321.1,500,eukarya,0.836720
NC_038383.1,0,virus,0.991221
NC_038383.1,100,virus,0.993251
NC_038383.1,200,virus,0.991607
NC_038383.1,500,virus,0.991526
NC_038512.1,0,virus,0.981982
NC_038512.1,100,virus,0.977436
NC_038512.1,200,virus,0.983415
NC_038512.1,500,virus,0.982174
NC_038530.1,0,virus,0.993165
NC_038530.1,100,virus,0.991857
NC_038530.1,200,virus,0.993662
NC_038530.1,500,virus,0.992435
NC_038611.1,0,virus,0.999016
NC_038611.1,100,virus,0.998847
NC_038611.1,200,virus,0.998943
NC_038611.1,500,virus,0.998711
NC_038741.1,0,archaea,0.999914
NC_038741.1,100,virus,0.999926
NC_038741.1,200,archaea,0.999912
NC_038741.1,500,archaea,0.999908
NC_038757.1,0,eukarya,0.998775
NC_038757.1,100,eukarya,0.997843
NC_038757.1,200,eukarya,0.998912
NC_038757.1,500,eukarya,0.998710
NC_038781.1,0,eukarya,0.999887
NC_038781.1,100,phage,0.999923
NC_038781.1,200,eukarya,0.999887
NC_038781.1,500,eukarya,0.999873
NC_038825.1,0,virus,0.999892
NC_038825.1,100,virus,0.999861
NC_038825.1,200,virus,0.999864
NC_038825.1,500,virus,0.999898
NC_038841.1,0,virus,0.999961
NC_038841.1,100,virus,0.999944
NC_038841.1,200,virus,0.999965
NC_038841.1,500,virus,0.999962
NC_038922.1,0,virus,0.982924
NC_038922.1,100,virus,0.987026
NC_038922.1,200,virus,0.985382
NC_038922.1,500,virus,0.986893
NC_038929.1,0,eukarya,0.999291
NC_038929.1,100,eukarya,0.999536
NC_038929.1,200,eukarya,0.999382
NC_038929.1,500,eukarya,0.999247
NC_038966.1,0,virus,0.998190
NC_038966.1,100,virus,0.998231
NC_038966.1,200,virus,0.998022
NC_038966.1,500,virus,0.997728
NC_035936.1,0,eukarya,0.999660
NC_035936.1,100,eukarya,0.999632
NC_035936.1,200,eukarya,0.999699
NC_035936.1,500,eukarya,0.999745
NC_035889.1,0,virus,0.999225
NC_035889.1,100,virus,0.999128
NC_035889.1,200,virus,0.998912
NC_035889.1,500,virus,0.998968
NC_035187.1,0,virus,0.999038
NC_035187.1,100,virus,0.998843
NC_035187.1,200,virus,0.999207
NC_035187.1,500,virus,0.999229
NC_035220.1,0,eukarya,0.994755
NC_035220.1,100,eukarya,0.995838
NC_035220.1,200,eukarya,0.996282
NC_035220.1,500,eukarya,0.995591
NC_034617.1,0,virus,0.996998
NC_034617.1,100,virus,0.996532
NC_034617.1,200,virus,0.996464
NC_034617.1,500,virus,0.993759
NC_034569.1,0,virus,0.997592
NC_034569.1,100,virus,0.998185
NC_034569.1,200,virus,0.997570
NC_034569.1,500,virus,0.997729
NC_034521.1,0,virus,0.999908
NC_034521.1,100,virus,0.999901
NC_034521.1,200,virus,0.999902
NC_034521.1,500,virus,0.999892
NC_034524.1,0,virus,0.999735
NC_034524.1,100,virus,0.999636
NC_034524.1,200,virus,0.999641
NC_034524.1,500,virus,0.999719
NC_034394.1,0,virus,0.997045
NC_034394.1,100,virus,0.997836
NC_034394.1,200,virus,0.997658
NC_034394.1,500,virus,0.997848
NC_033760.1,0,archaea,0.995364
NC_033760.1,100,archaea,0.997363
NC_033760.1,200,archaea,0.995956
NC_033760.1,500,archaea,0.996304
NC_033468.1,0,bacteria,0.999960
NC_033468.1,100,bacteria,0.999973
NC_033468.1,200,bacteria,0.999967
NC_033468.1,500,bacteria,0.999966
NC_033443.1,0,virus,0.993098
NC_033443.1,100,virus,0.992780
NC_033443.1,200,virus,0.993682
NC_033443.1,500,eukarya,0.994056
NC_032760.1,0,eukarya,0.999387
NC_032760.1,100,eukarya,0.999389
NC_032760.1,200,eukarya,0.999446
NC_032760.1,500,eukarya,0.999433
NC_032767.1,0,virus,0.999979
NC_032767.1,100,virus,0.999975
NC_032767.1,200,virus,0.999980
NC_032767.1,500,virus,0.999983
NC_032803.1,0,eukarya,0.696288
NC_032803.1,100,eukarya,0.666525
NC_032803.1,200,eukarya,0.699110
NC_032803.1,500,eukarya,0.607100
NC_032809.1,0,virus,0.961279
NC_032809.1,100,virus,0.967360
NC_032809.1,200,virus,0.965080
NC_032809.1,500,virus,0.962243
NC_032823.1,0,virus,0.998900
NC_032823.1,100,virus,0.998701
NC_032823.1,200,virus,0.998720
NC_032823.1,500,virus,0.998419
NC_032856.1,0,virus,0.996863
NC_032856.1,100,virus,0.996065
NC_032856.1,200,virus,0.997027
NC_032856.1,500,virus,0.996873
NC_032860.1,0,phage,0.990234
NC_032860.1,100,virus,0.995002
NC_032860.1,200,phage,0.993597
NC_032860.1,500,phage,0.992479
NC_032880.1,0,virus,0.998379
NC_032880.1,100,virus,0.997562
NC_032880.1,200,virus,0.998188
NC_032880.1,500,virus,0.997867
NC_032937.1,0,bacteria,0.999967
NC_032937.1,100,bacteria,0.999962
NC_032937.1,200,bacteria,0.999967
NC_032937.1,500,bacteria,0.999965
NC_033182.1,0,eukarya,0.992275
NC_033182.1,100,eukarya,0.991451
NC_033182.1,200,eukarya,0.989236
NC_033182.1,500,eukarya,0.986535
NC_033253.1,0,virus,0.688653
NC_033253.1,100,virus,0.718970
NC_033253.1,200,virus,0.681664
NC_033253.1,500,virus,0.729971
NC_032569.1,0,virus,0.998162
NC_032569.1,100,virus,0.998239
NC_032569.1,200,virus,0.997938
NC_032569.1,500,virus,0.997380
NC_032581.1,0,eukarya,0.999646
NC_032581.1,100,eukarya,0.999487
NC_032581.1,200,eukarya,0.999623
NC_032581.1,500,eukarya,0.999643
NC_032403.1,0,phage,0.999502
NC_032403.1,100,phage,0.999579
NC_032403.1,200,phage,0.999494
NC_032403.1,500,bacteria,0.999590
NC_032405.1,0,eukarya,0.904057
NC_032405.1,100,eukarya,0.915993
NC_032405.1,200,eukarya,0.939823
NC_032405.1,500,eukarya,0.950738
NC_032407.1,0,virus,0.998669
NC_032407.1,100,virus,0.998889
NC_032407.1,200,virus,0.998850
NC_032407.1,500,virus,0.998951
NC_032417.1,0,eukarya,0.998528
NC_032417.1,100,eukarya,0.997858
NC_032417.1,200,eukarya,0.998420
NC_032417.1,500,eukarya,0.997699
NC_032496.1,0,virus,0.999977
NC_032496.1,100,virus,0.999976
NC_032496.1,200,virus,0.999979
NC_032496.1,500,virus,0.999976
NC_032218.1,0,eukarya,0.962210
NC_032218.1,100,eukarya,0.959147
NC_032218.1,200,eukarya,0.966521
NC_032218.1,500,eukarya,0.966873
NC_032154.1,0,virus,0.999901
NC_032154.1,100,virus,0.999869
NC_032154.1,200,virus,0.999855
NC_032154.1,500,virus,0.999878
NC_032162.1,0,phage,0.999884
NC_032162.1,100,phage,0.999907
NC_032162.1,200,phage,0.999898
NC_032162.1,500,phage,0.999896
NC_032087.1,0,eukarya,0.915448
NC_032087.1,100,eukarya,0.909446
NC_032087.1,200,eukarya,0.900113
NC_032087.1,500,eukarya,0.906789
NC_031947.1,0,virus,0.991712
NC_031947.1,100,virus,0.989274
NC_031947.1,200,virus,0.991979
NC_031947.1,500,virus,0.992177
NC_031750.1,0,bacteria,0.998991
NC_031750.1,100,bacteria,0.999016
NC_031750.1,200,bacteria,0.999021
NC_031750.1,500,bacteria,0.998497
NC_031311.1,0,archaea,0.999963
NC_031311.1,100,archaea,0.999948
NC_031311.1,200,archaea,0.999967
NC_031311.1,500,archaea,0.999962
NC_031083.1,0,virus,0.995043
NC_031083.1,100,virus,0.992546
NC_031083.1,200,virus,0.992177
NC_031083.1,500,virus,0.993711
NC_030888.1,0,virus,0.999914
NC_030888.1,100,virus,0.999897
NC_030888.1,200,virus,0.999914
NC_030888.1,500,virus,0.999917
NC_030877.1,0,virus,0.999966
NC_030877.1,100,virus,0.999959
NC_030877.1,200,virus,0.999963
NC_030877.1,500,virus,0.999958
NC_030446.1,0,virus,0.869422
NC_030446.1,100,virus,0.892689
NC_030446.1,200,virus,0.907426
NC_030446.1,500,virus,0.910053
NC_030405.1,0,virus,0.999257
NC_030405.1,100,virus,0.999240
NC_030405.1,200,virus,0.999192
NC_030405.1,500,virus,0.999357
NC_030152.1,0,virus,0.999682
NC_030152.1,100,virus,0.999733
NC_030152.1,200,eukarya,0.999738
NC_030152.1,500,eukarya,0.999756
NC_029935.1,0,virus,0.999200
NC_029935.1,100,virus,0.999027
NC_029935.1,200,virus,0.999193
NC_029935.1,500,virus,0.999127
NC_029307.1,0,virus,0.999931
NC_029307.1,100,virus,0.999935
NC_029307.1,200,virus,0.999930
NC_029307.1,500,virus,0.999935
NC_029312.1,0,virus,0.996391
NC_029312.1,100,virus,0.996098
NC_029312.1,200,virus,0.996227
NC_029312.1,500,virus,0.995840
NC_029127.1,0,phage,0.999960
NC_029127.1,100,phage,0.999975
NC_029127.1,200,eukarya,0.999964
NC_029127.1,500,virus,0.999957
NC_028472.1,0,virus,0.854612
NC_028472.1,100,phage,0.911550
NC_028472.1,200,virus,0.873991
NC_028472.1,500,phage,0.856606
NC_027930.1,0,eukarya,0.996565
NC_027930.1,100,eukarya,0.996645
NC_027930.1,200,eukarya,0.996743
NC_027930.1,500,eukarya,0.996284
NC_027539.1,0,virus,0.999312
NC_027539.1,100,virus,0.999203
NC_027539.1,200,virus,0.999432
NC_027539.1,500,virus,0.999501
NC_027543.1,0,eukarya,0.999545
NC_027543.1,100,virus,0.999646
NC_027543.1,200,virus,0.999590
NC_027543.1,500,virus,0.999533
NC_026281.1,0,bacteria,0.999811
NC_026281.1,100,phage,0.999800
NC_026281.1,200,bacteria,0.999756
NC_026281.1,500,bacteria,0.999730
NC_026136.1,0,eukarya,0.990128
NC_026136.1,100,eukarya,0.989902
NC_026136.1,200,eukarya,0.990312
NC_026136.1,500,eukarya,0.991782
NC_025405.1,0,eukarya,0.999702
NC_025405.1,100,eukarya,0.999765
NC_025405.1,200,eukarya,0.999684
NC_025405.1,500,virus,0.999597
NC_025410.1,0,virus,0.998856
NC_025410.1,100,virus,0.998684
NC_025410.1,200,virus,0.998520
NC_025410.1,500,virus,0.998318
NC_025355.1,0,archaea,0.999937
NC_025355.1,100,archaea,0.999934
NC_025355.1,200,archaea,0.999928
NC_025355.1,500,archaea,0.999925
NC_024449.1,0,virus,0.994980
NC_024449.1,100,virus,0.995142
NC_024449.1,200,virus,0.994897
NC_024449.1,500,virus,0.995902
NC_024113.1,0,virus,0.998726
NC_024113.1,100,virus,0.998829
NC_024113.1,200,virus,0.998824
NC_024113.1,500,virus,0.998993
NC_024076.1,0,phage,0.999461
NC_024076.1,100,phage,0.999512
NC_024076.1,200,phage,0.999521
NC_024076.1,500,phage,0.999520
NC_023483.1,0,virus,0.984130
NC_023483.1,100,virus,0.985022
NC_023483.1,200,virus,0.986247
NC_023483.1,500,virus,0.983283
NC_023491.1,0,eukarya,0.999452
NC_023491.1,100,eukarya,0.999430
NC_023491.1,200,eukarya,0.999476
NC_023491.1,500,eukarya,0.999583
NC_022895.1,0,archaea,0.998629
NC_022895.1,100,archaea,0.998743
NC_022895.1,200,archaea,0.998875
NC_022895.1,500,archaea,0.999066
NC_022896.1,0,eukarya,0.318500
NC_022896.1,100,eukarya,0.239578
NC_022896.1,200,eukarya,0.310484
NC_022896.1,500,eukarya,0.307116
NC_022624.1,0,virus,0.999935
NC_022624.1,100,virus,0.999946
NC_022624.1,200,virus,0.999938
NC_022624.1,500,virus,0.999932
NC_022595.1,0,bacteria,0.999936
NC_022595.1,100,bacteria,0.999938
NC_022595.1,200,phage,0.999945
NC_022595.1,500,phage,0.999937
NC_021543.1,0,phage,0.999515
NC_021543.1,100,phage,0.999595
NC_021543.1,200,phage,0.999439
NC_021543.1,500,phage,0.999391
NC_021197.1,0,virus,0.998483
NC_021197.1,100,virus,0.998455
NC_021197.1,200,virus,0.998722
NC_021197.1,500,virus,0.998443
NC_020806.1,0,phage,0.999056
NC_020806.1,100,virus,0.998728
NC_020806.1,200,virus,0.998700
NC_020806.1,500,virus,0.998589
NC_019412.1,0,phage,0.999417
NC_019412.1,100,phage,0.998903
NC_019412.1,200,virus,0.999421
NC_019412.1,500,virus,0.999377
NC_019025.1,0,virus,0.985712
NC_019025.1,100,virus,0.988518
NC_019025.1,200,virus,0.979615
NC_019025.1,500,eukarya,0.978188
NC_018175.1,0,eukarya,0.999647
NC_018175.1,100,eukarya,0.999527
NC_018175.1,200,eukarya,0.999706
NC_018175.1,500,eukarya,0.999709
NC_018105.1,0,phage,0.997671
NC_018105.1,100,phage,0.997033
NC_018105.1,200,phage,0.997320
NC_018105.1,500,phage,0.995979
NC_016033.1,0,eukarya,0.998909
NC_016033.1,100,virus,0.999268
NC_016033.1,200,virus,0.999039
NC_016033.1,500,eukarya,0.999129
NC_015451.1,0,virus,0.991525
NC_015451.1,100,virus,0.994301
NC_015451.1,200,virus,0.990938
NC_015451.1,500,virus,0.989160
NC_015328.1,0,virus,0.999994
NC_015328.1,100,virus,0.999993
NC_015328.1,200,virus,0.999995
NC_015328.1,500,virus,0.999995
NC_014714.1,0,eukarya,0.999629
NC_014714.1,100,eukarya,0.999609
NC_014714.1,200,eukarya,0.999528
NC_014714.1,500,eukarya,0.999414
NC_014413.1,0,eukarya,0.986971
NC_014413.1,100,virus,0.990326
NC_014413.1,200,virus,0.983730
NC_014413.1,500,eukarya,0.984075
NC_014396.1,0,virus,0.985361
NC_014396.1,100,virus,0.984047
NC_014396.1,200,virus,0.984899
NC_014396.1,500,virus,0.987415
NC_014359.1,0,virus,0.913315
NC_014359.1,100,eukarya,0.955349
NC_014359.1,200,virus,0.931705
NC_014359.1,500,virus,0.921550
NC_014239.1,0,virus,0.999762
NC_014239.1,100,virus,0.999803
NC_014239.1,200,virus,0.999807
NC_014239.1,500,virus,0.999813
NC_012936.1,0,virus,0.999301
NC_012936.1,100,virus,0.999463
NC_012936.1,200,virus,0.999350
NC_012936.1,500,virus,0.999407
NC_011592.1,0,eukarya,0.976073
NC_011592.1,100,eukarya,0.972788
NC_011592.1,200,eukarya,0.968851
NC_011592.1,500,eukarya,0.974426
NC_011525.1,0,virus,0.999666
NC_011525.1,100,virus,0.999623
NC_011525.1,200,virus,0.999640
NC_011525.1,500,virus,0.999541
NC_010758.1,0,virus,0.991357
NC_010758.1,100,virus,0.995822
NC_010758.1,200,virus,0.991959
NC_010758.1,500,virus,0.991260
NC_010732.1,0,virus,0.999054
NC_010732.1,100,virus,0.999226
NC_010732.1,200,virus,0.999036
NC_010732.1,500,eukarya,0.998923
NC_010669.1,0,bacteria,0.999980
NC_010669.1,100,bacteria,0.999978
NC_010669.1,200,bacteria,0.999979
NC_010669.1,500,bacteria,0.999973
NC_008182.1,0,eukarya,0.999977
NC_008182.1,100,eukarya,0.999971
NC_008182.1,200,eukarya,0.999977
NC_008182.1,500,eukarya,0.999983
NC_007670.1,0,virus,0.999967
NC_007670.1,100,virus,0.999956
NC_007670.1,200,virus,0.999969
NC_007670.1,500,virus,0.999968
NC_007159.1,0,phage,0.999668
NC_007159.1,100,virus,0.999631
NC_007159.1,200,phage,0.999614
NC_007159.1,500,virus,0.999651
NC_006550.1,0,virus,0.999953
NC_006550.1,100,virus,0.999930
NC_006550.1,200,virus,0.999954
NC_006550.1,500,virus,0.999956
NC_006062.1,0,eukarya,0.999347
NC_006062.1,100,virus,0.999386
NC_006062.1,200,eukarya,0.999422
NC_006062.1,500,virus,0.999409
NC_005287.1,0,virus,0.967039
NC_005287.1,100,virus,0.962084
NC_005287.1,200,virus,0.974471
NC_005287.1,500,virus,0.981591
